"","Top","Age","IIa_5Me","IIa_6Me","IIb_5Me","IIb_6Me","IIc_5Me","IIc_6Me","IIIa_5Me","IIIa_6Me","IIIb_5Me","IIIb_6Me","IIIc_5Me","IIIc_6Me","C46","GDGT0","GDGT1","H.GDGT0","OH.GDGT0","GDGT2","H.GDGT1","OH.GDGT1","X2OH.GDGT1","GDGT3","H.GDGT2","OH.GDGT2","GDGT4","Crenarch","Crenarch.p","IIIa_7Me","IIIa_8Me","IIIb_7Me","IIIb_8Me","IIIc_7Me","IIa_7Me","IIa_8Me","IIb_7Me","IIb_8Me","H.1034","H.1034p","H.1034pp","IIc_7Me","H.1032","H.1020","H.1020p","OH.Ia","H.1048","H.1048p","H.1048pp","OH.IIIa","H.1046","OH.IIIb","OH.IIa","OH.IIb","OH.Ib","All_isoGDGT","All_brGDGT","All_H.brGDGT","All_H.isoGDGT","All_OH.isoGDGT","All_OH.brGDGT","All_GDGT","Ic","Ib","Ia","IIc","IIb","IIa","IIIc","IIIb","IIIa","I","II","III","f.IIIa_5Me","f.IIIa_6Me","f.IIIa_7Me","f.IIIb_5Me","f.IIIb_6Me","f.IIIb_7Me","f.IIIc_5Me","f.IIIc_6Me","f.IIIc_7Me","f.IIa_5Me","f.IIa_6Me","f.IIa_7Me","f.IIb_5Me","f.IIb_6Me","f.IIb_7Me","f.IIc_5Me","f.IIc_6Me","f.IIc_7Me","f.Ia","f.Ib","f.Ic","f.HbrGDGT","f.HisoGDGT","BIT","GDGT0.Crenar","IIIa.IIa","Ib.Ia","TEX86","MI","MBT","MBTp","MBTp5Me","MBTp6Me","MBTm","CBT","CBTp","CBT5Me","CBT6Me","Rib","Index1","Index2","IBT","DC","IR6Me","IR.IIap","IR.IIIap","IR","CI","IR7Me","IR6_7Me","IRp6_7Me","pCren","pCren.p","MAAT_MBTp_DJ","MAAT_DJ_5Me","MAAT_soil_Naaf","MAAT_soil5Me_Naaf","MAAT_bog5Me_Naaf","MAAT_Ding","MAAT_Wang","MCQT_Ding","MAAT_Chen_Tjk","MAAT_mr_DJ","MAAT_mrs_DJ","MAAT_mr_Yang","MAAT_mr_Tibet","MAAT_LSun","MAF_MSosa","TsumL_mr_Pears1","TsumL_mr_Pears2","TgrowL_mr_Dang","LST_TEX86","MAF_meth_Raberg","MAF_full_Raberg","DeltaMBT"
"NRX2018_11",43,619,33.51000001,10.27000001,1.15000001,0.77000001,0.26000001,0.04000001,17.28000001,3.24000001,0.09000001,0.07000001,0.02000001,0.02000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.69000015,0,0,0,0,83.69000015,0.36000001,1.40000001,15.21000001,0.30000002,1.92000002,43.78000002,0.04000002,0.16000002,20.52000002,16.97000003,46.00000006,20.72000006,0.206476281264531,0.038714302834184,0,0.00107539741711902,0.000836420239867809,0,0.000238977296739795,0.000238977296739795,0,0.400406260603884,0.122714780637983,0,0.0137411878114329,0.00920062144366002,0,0.00310670342375427,0.000477954473991,0,0.181742143419031,0.016728402527073,0.00430158931001029,0,NA,1,NA,0.46870717246747,0.0920447080262691,NA,NA,0.202772135256114,0.203257875286162,0.245337574278247,0.542345797124826,0.314808110095353,1.24964030876163,0.650163438369058,1.28116709596291,1.06973968615296,0,-0.253575203303075,0.0929858576124908,0.57512286333466,0.0497366884729965,0.215977218736252,0.23458200103491,0.157894737175541,0.210108864877071,0.230454545501309,0,0.107988609368126,0.107988609368126,NA,NA,0.0255335831925745,-0.854133288949121,-5.43404365312732,-4.90975422146331,-10.2482853741611,-1.59082422493187,-12.726282867264,-7.42480743980599,5.81048142614235,-0.592588103090115,1.31937627709994,11.9300513917612,17.1869793375655,6.33484647899088,8.10291914260825,17.7000358864858,13.5034173947364,-5.98371132328765,NA,7.61561655105963,5.1628776410951,-0.297008222846578
"NRX2018_12",47,691,26.18000001,7.76000001,0.81000001,0.52000001,0.20000001,0.02000001,11.37000001,2.10000001,0.07000001,0.05000001,0.01000001,0.01000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.45000015,0,0,0,0,63.45000015,0.22000001,1.35000001,12.78000001,0.22000002,1.33000002,33.94000002,0.02000002,0.12000002,13.47000002,14.35000003,35.49000006,13.61000006,0.179196217228063,0.0330969267933091,0,0.00110323104546123,0.000788022220359286,0,0.000157604570155387,0.000157604570155387,0,0.412608352216056,0.122301024297161,0,0.0127659575742334,0.00819542961025509,0,0.0031520884086239,0.000315208982706362,0,0.20141843939775,0.021276595851986,0.00346729723372585,0,NA,1,NA,0.396876841840379,0.105633803516718,NA,NA,0.226162332483462,0.226662454668569,0.271215271423454,0.579797979370268,0.261893870229404,1.24136803549292,0.673255675116971,1.25616519325735,1.04075882850278,0,-0.218824552635955,0.109071442117725,0.580733025749369,0.0525291833146603,0.213034623919264,0.228638774467508,0.155902004965253,0.207973001722866,0.25392410098117,0,0.106517311959632,0.106517311959632,NA,NA,0.797979333480798,-0.0402797137323834,-4.39867699034762,-3.8981950400572,-8.89798713712419,-0.951526908493447,-11.7661223893314,-6.68654978739484,6.30733321133031,-0.51600470227107,1.44274547851833,12.3037667599753,17.6801938642533,7.36997774439254,8.96550904744845,18.29558712767,14.3624113733119,-5.13940741958375,NA,8.07728685753774,6.07923652375657,-0.308582707946815
"NRX2018_13",51,761,24.47000001,7.31000001,0.98000001,0.68000001,0.23000001,0.04000001,11.44000001,2.35000001,0.09000001,0.05000001,0.03000001,0.02000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.76000015,0,0,0,0,60.76000015,0.22000001,1.21000001,11.64000001,0.27000002,1.66000002,31.78000002,0.05000002,0.14000002,13.79000002,13.07000003,33.71000006,13.98000006,0.188281764018396,0.0386767610960909,0,0.00148123781727805,0.000822909971635344,0,0.000493746048813991,0.000329164087403314,0,0.402732059736507,0.120309413955786,0,0.0161290323828283,0.011191573540508,0,0.00378538527702752,0.000658328010224667,0,0.191573403246609,0.0199144174952738,0.00362080331561684,0,NA,1,NA,0.433920705202064,0.103951890804165,NA,NA,0.2151086240575,0.21578339122113,0.260410440561293,0.55735607637463,0.280446385365352,1.17980791814481,0.648986099273798,1.21718336986109,1.0011474059935,0,-0.23122373519961,0.10183112189536,0.570238278053299,0.0571801571204385,0.219123506682851,0.230018879968522,0.170413343480184,0.211981567073091,0.244794952737248,0,0.109561753341426,0.109561753341426,NA,NA,0.809774231973947,-0.380091644347351,-4.83097827314269,-4.32055587845907,-9.46178321151176,-1.03301325128496,-12.1087118035652,-6.89794883465195,6.09988045877682,-0.431892665762279,1.45179889089253,12.205727467662,17.5309875034439,7.30139847898475,8.60534801870975,18.3816820809373,14.1610434770712,-5.437954258193,NA,7.57467073755121,5.63384374013112,-0.296945635813338
"NRX2018_14",55,819,26.34000001,6.83000001,1.14000001,0.77000001,0.33000001,0.07000001,12.89000001,2.53000001,0.11000001,0.06000001,0.03000001,0.03000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.11000015,0,0,0,0,67.11000015,0.34000001,1.46000001,14.18000001,0.40000002,1.91000002,33.17000002,0.06000002,0.17000002,15.42000002,15.98000003,35.48000006,15.65000006,0.192072716155403,0.0376992997220251,0,0.00163910013044457,0.000894054684337532,0,0.000447027416673311,0.000447027416673311,0,0.392489941158196,0.10177320808723,0,0.0169870363202495,0.0114737000190574,0,0.00491730009331553,0.00104306377355894,0,0.211294888664964,0.0217553271753345,0.00506630918253693,0,NA,1,NA,0.464877902041075,0.102961918827248,NA,NA,0.238116525022836,0.238935406754143,0.281933662848706,0.610389609903465,0.280456306602646,1.14769007887699,0.701089310829892,1.19269608559106,0.974121185876191,0,-0.223866420874036,0.114439058595556,0.62234245868486,0.0602968464190196,0.201251712025226,0.205908954051306,0.164072633379932,0.192632229106703,0.26549335334273,0,0.100625856012613,0.100625856012613,NA,NA,1.70959486214591,0.296813696591796,-3.96983414942328,-3.47921311924409,-8.33870147255453,-0.323349601718526,-11.9054292087496,-6.12139786443788,6.51312632669515,0.295674288766934,1.99725526045018,12.2833705993666,17.4687364136282,8.30350044727858,9.32278876162353,18.1466696956191,14.3868276208162,-5.43720609041751,NA,8.18958596485642,6.22792855613054,-0.32845594705476
"NRX2018_15",59,876,25.86000001,6.74000001,1.31000001,0.83000001,0.35000001,0.07000001,12.44000001,2.38000001,0.12000001,0.07000001,0.04000001,0.04000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.16000015,0,0,0,0,65.16000015,0.35000001,1.26000001,13.30000001,0.42000002,2.14000002,32.60000002,0.08000002,0.19000002,14.82000002,14.91000003,35.16000006,15.09000006,0.190914671291633,0.0365254758213809,0,0.00184162077537994,0.00107427884958346,0,0.00061387369410557,0.00061387369410557,0,0.396869244175408,0.103437691750834,0,0.0201043586093362,0.01273787612169,0,0.00537139363404375,0.00107427884958346,0,0.204112952415332,0.0193370166835397,0.00537139363404375,0,NA,1,NA,0.454601227328465,0.0947368427859121,NA,NA,0.228821362732916,0.229773462855986,0.271733187734257,0.598074608428992,0.280186791300493,1.13033376494685,0.692288416331178,1.18290955664189,0.981751427361654,0,-0.236036715146929,0.111769899673906,0.623203934914592,0.0615863891094307,0.201592040513611,0.206748466437578,0.160593792630778,0.192323914219887,0.257751938028439,0,0.100796020256806,0.100796020256806,NA,NA,1.52398490128693,-0.023991245757621,-4.37795515875238,-3.8779496914679,-8.87096226402647,-0.50783436603246,-12.2416944395096,-6.37142650695992,6.31727720449773,-0.00452422399971475,1.78642726458619,12.1629680930257,17.4975015456457,8.01078355554144,8.98277292447523,18.1962554215095,14.1207796450719,-5.35800645702577,NA,7.94309032944722,5.67689683456686,-0.326341420694735
"NRX2018_16",63,935,29.16000001,7.37000001,1.45000001,0.79000001,0.39000001,0.07000001,14.15000001,2.54000001,0.15000001,0.07000001,0.04000001,0.04000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.06000015,0,0,0,0,73.06000015,0.40000001,1.29000001,15.15000001,0.46000002,2.24000002,36.53000002,0.08000002,0.22000002,16.69000002,16.84000003,39.23000006,16.99000006,0.19367643007047,0.0347659458634699,0,0.00205310716797199,0.000958116751386292,0,0.000547495345166653,0.000547495345166653,0,0.399124006982362,0.100875992264832,0,0.0198467014374897,0.0108130305006576,0,0.0053380784177291,0.000958116751386292,0,0.207363810277791,0.0176567206043183,0.00547495221980232,0,NA,1,NA,0.456884752555771,0.0851485154553475,NA,NA,0.230495483101912,0.231445849430195,0.271656719002807,0.609923940141446,0.283567332499089,1.16554779616042,0.714549708901872,1.20875118423722,1.03450504742634,0,-0.241434755047527,0.11295859864724,0.640514528568641,0.0582359196104264,0.193525436442137,0.201751984833423,0.152186938703191,0.186208192644714,0.259151556657979,0,0.0967627182210685,0.0967627182210685,NA,NA,1.37616532810643,-0.0263961873617085,-4.38101467269768,-3.88093885418026,-8.87495240243351,-0.582744144776651,-12.3908422819632,-6.39377958273597,6.3158090048539,-0.0533780239322912,1.8023282310163,12.0709417048366,17.4559020082195,7.81090937932903,8.98022396676025,17.8969066973784,13.8722693910506,-5.40127293639897,NA,7.94746078013053,5.56651487314463,-0.338267221138638
"NRX2018_17",69,1018,31.53000001,7.13000001,0.93000001,0.57000001,0.17000001,0.03000001,19.80000001,2.15000001,0.11000001,0.04000001,0.02000001,0.02000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.29000015,0,0,0,0,77.29000015,0.19000001,1.12000001,13.48000001,0.20000002,1.50000002,38.66000002,0.04000002,0.15000002,21.95000002,14.79000003,40.36000006,22.14000006,0.256178030425324,0.0278173114999017,0,0.00142321140880474,0.000517531503718078,0,0.000258765816550461,0.000258765816550461,0,0.407944105949132,0.0922499676046384,0,0.0120326045826771,0.00737482221365994,0,0.00219950847030759,0.00038814866013427,0,0.174408073280357,0.0144908786107694,0.00245827415747521,0,NA,1,NA,0.567770305448644,0.0830860540926661,NA,NA,0.191357226048602,0.191828793889738,0.220023802656923,0.599513578761007,0.401006036094758,1.29886973078961,0.806032573292854,1.34155514783868,1.0861912824474,0,-0.349628960442061,0.0882487695202161,0.742823287275138,0.043561411352689,0.159040000654643,0.184428349878723,0.0979498864711163,0.153110048075822,0.207992593793554,0,0.0795200003273216,0.0795200003273216,NA,NA,-0.607898762995192,-1.65025140643979,-6.44684765569653,-5.8992695541409,-11.5691579773618,-2.05511310385054,-15.3802481770141,-7.87999672784028,5.32445701101291,-1.05494499001499,1.04653772378599,10.9790141172098,16.3038827907015,5.0921911666227,7.25912675523075,14.9146203099729,12.1745762966078,-7.38393195026407,NA,6.47345669830296,4.54088632939585,-0.379489776104085
"NRX2018_18",73,1073,24.93000001,5.84000001,0.96000001,0.58000001,0.24000001,0.05000001,12.98000001,2.22000001,0.09000001,0.05000001,0.03000001,0.04000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.71000015,0,0,0,0,61.71000015,0.22000001,1.06000001,12.42000001,0.29000002,1.54000002,30.77000002,0.07000002,0.14000002,15.20000002,13.70000003,32.60000006,15.41000006,0.210338680577689,0.0359747205413027,0,0.00145843477201806,0.000810241612031498,0,0.000486145032038215,0.000648193322034857,0,0.403986387123676,0.094636201520087,0,0.0155566360017259,0.00939880098185351,0,0.00388915912196769,0.000810241612031498,0,0.201263976337877,0.0171771189016923,0.00356506254197441,0,NA,1,NA,0.493987650637642,0.0853462165174346,NA,NA,0.222006157781544,0.222764227731641,0.259420564511277,0.611880303133916,0.310647379702199,1.22040985136725,0.747584417838837,1.2669392326374,1.04665692032999,0,-0.270760159828201,0.104526586874859,0.672418741772809,0.0513081030720771,0.182878567757854,0.18979525532025,0.146052632044668,0.175331738372563,0.246771309409832,0,0.091439283878927,0.091439283878927,NA,NA,0.795967202428549,-0.411223246120326,-4.87058321390379,-4.35925013325416,-9.51343494380154,-0.989540234698087,-13.2011032160532,-6.77063090504405,6.08087483861653,-0.374871145361682,1.60181332989998,11.7888997082752,17.1321941463145,7.0364857329724,8.57235215037591,16.9525685213436,13.4252957669293,-5.95323125345188,NA,7.51762909641523,5.37316848823586,-0.352459738622639
"NRX2018_19",75,1101,24.20000001,6.39000001,1.28000001,0.89000001,0.39000001,0.12000001,12.02000001,2.49000001,0.13000001,0.08000001,0.04000001,0.07000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.11000015,0,0,0,0,63.11000015,0.42000001,1.33000001,13.26000001,0.51000002,2.17000002,30.59000002,0.11000002,0.21000002,14.51000002,15.01000003,33.27000006,14.83000006,0.190461099373013,0.0394549200456625,0,0.00205989557425156,0.00126762810663692,0,0.000633814132545205,0.00110917461311399,0,0.383457454483939,0.101251782519604,0,0.0202820473293883,0.0141023610819941,0,0.00617968640584768,0.00190144208072863,0,0.210109332569856,0.0210743147970029,0.00665504688641646,0,NA,1,NA,0.474338019304127,0.100301659803694,NA,NA,0.237838694253275,0.239050804327192,0.283742911344764,0.602811244490089,0.279972439246727,1.09790154992638,0.674898003782774,1.15692726260488,0.947009576790274,0,-0.218600785806228,0.116155653868033,0.610535479461107,0.065136012413141,0.208731809458465,0.208891794894481,0.171605789563603,0.196895787408518,0.267987065520622,0,0.104365904729233,0.104365904729233,NA,NA,1.99547314606038,0.353714561792817,-3.89744611709601,-3.40848959553319,-8.24429488603023,-0.162824755471295,-11.7599397118261,-6.02540469795946,6.54786389781946,0.570744754838985,2.14556172566259,12.3668356981615,17.5141705072378,8.6511045024792,9.38309704482546,18.5927745714797,14.461448290632,-5.13884805534262,NA,8.26489961602956,6.07695640648083,-0.319068333145325
"NRX2018_20",79,1156,23.95000001,6.53000001,1.37000001,0.95000001,0.38000001,0.12000001,11.93000001,2.43000001,0.14000001,0.09000001,0.05000001,0.09000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.12000015,0,0,0,0,62.12000015,0.43000001,1.43000001,12.23000001,0.50000002,2.32000002,30.48000002,0.14000002,0.23000002,14.36000002,14.09000003,33.30000006,14.73000006,0.192047649407483,0.0391178365121108,0,0.00225370266680529,0.00144880891472438,0,0.000804893913059657,0.00144880891472438,0,0.385544107407733,0.105119124182745,0,0.0220540889679956,0.015292981450516,0,0.00611719267679364,0.00193174516597293,0,0.196877011919969,0.0230199614704927,0.00692208642887455,0,NA,1,NA,0.471128609270913,0.116925593526635,NA,NA,0.226819059819336,0.228178137731181,0.272428461154873,0.584162520278135,0.285781655370895,1.0564983005298,0.655293726357148,1.11131052831955,0.896655873800001,0,-0.229727916002906,0.109446666360217,0.602544423982604,0.0718317090078689,0.212575474380407,0.214238845331864,0.169220056171003,0.199821588135752,0.254209104185694,0,0.106287737190203,0.106287737190203,NA,NA,1.89317690566262,-0.0021248966792573,-4.35013726919355,-3.85077145345603,-8.83468289693875,-0.311349049107998,-12.0673823191603,-6.27808300748066,6.33062645417355,0.344372207209339,1.86940438744349,12.3023664024573,17.4930843643744,8.45031379124796,9.00594870516242,18.7070348227454,14.5947521185091,-5.0851094781187,NA,7.95070798054787,5.91641697667888,-0.311734059123263
"NRX2018_21",83,1211,27.29000001,8.00000001,1.22000001,0.61000001,0.32000001,0.05000001,14.97000001,2.53000001,0.12000001,0.05000001,0.04000001,0.03000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.71000015,0,0,0,0,69.71000015,0.34000001,1.29000001,12.85000001,0.37000002,1.83000002,35.29000002,0.07000002,0.17000002,17.50000002,14.48000003,37.49000006,17.74000006,0.214746807886788,0.0362932148121649,0,0.00172141743999121,0.000717257350343013,0,0.000573805908964698,0.000430354467586384,0,0.391478983664871,0.114761153246103,0,0.0175010759916058,0.00875053806752861,0,0.0045904462675575,0.000717257350343013,0,0.184335102314585,0.018505236081254,0.00487734915031413,0,NA,1,NA,0.495891187590881,0.100389105758452,NA,NA,0.207717687546153,0.208435295912943,0.248455731170352,0.564082586307527,0.328913043486909,1.1883514880153,0.676398188904827,1.2039036434263,1.04035245420202,0,-0.259420195437014,0.0961530473465614,0.603501120911472,0.0588511141300341,0.204055767436417,0.226693114351548,0.144571428977633,0.199469596742209,0.233170023643711,0,0.102027883718208,0.102027883718208,NA,NA,0.533541236254441,-0.756067254692438,-5.30928619587423,-4.78786546855095,-10.085579947531,-1.25500416215513,-12.8877799999247,-7.1436789946597,5.87035003847075,-0.227102257960619,1.53338115906459,11.8615263374949,17.0628962957892,6.79678898274305,8.20685770567839,17.5345718457153,13.6153062939134,-6.14800316484435,NA,7.26501563672261,5.38526090515414,-0.315626855137175
"NRX2018_22",87,1267,44.21000001,9.32000001,1.24000001,0.75000001,0.24000001,0.03000001,24.02000001,2.56000001,0.16000001,0.10000001,0.03000001,0.02000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.71000015,0,0,0,0,103.71000015,0.23000001,1.42000001,19.38000001,0.27000002,1.99000002,53.53000002,0.05000002,0.26000002,26.58000002,21.03000003,55.79000006,26.89000006,0.231607366457033,0.0246842156619166,0,0.00154276356926608,0.000964227266949821,0,0.000289268247580848,0.000192845530528138,0,0.426284832186455,0.0898659723895488,0,0.0119564170109588,0.007231703875376,0,0.00231414530568777,0.000289268247580848,0,0.186867225744575,0.0136920259179076,0.00221772258863506,0,NA,1,NA,0.496543994210146,0.0732714143068775,NA,NA,0.202776974251118,0.20338491303315,0.231761075752444,0.624220836637119,0.348495753543046,1.33003271560077,0.828276381584626,1.37850718522377,1.12142215918539,0,-0.335517935365527,0.0975598334767322,0.759158930030899,0.0401509436738711,0.154571843752436,0.17410797695718,0.0963130176099977,0.148296093047911,0.221207624738771,0,0.0772859218762178,0.0772859218762178,NA,NA,-0.426353193428738,-1.28111416758565,-5.97723935914474,-5.44045954883698,-10.9567070672375,-1.86162014465037,-14.9903605541495,-7.59348235634216,5.54981265444692,-1.39540351197753,0.925425712945581,11.1482499382293,16.7517857566882,5.36641300937301,7.65036919174812,15.2883136023696,12.3798187439401,-6.74639861663813,NA,6.60292126325944,4.54016879900579,-0.392459760884675
"NRX2018_23",91,1326,26.97000001,7.51000001,1.59000001,1.03000001,0.44000001,0.13000001,14.02000001,2.61000001,0.15000001,0.06000001,0.05000001,0.07000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.09000015,0,0,0,0,70.09000015,0.47000001,1.62000001,13.37000001,0.57000002,2.62000002,34.48000002,0.12000002,0.21000002,16.63000002,15.46000003,37.67000006,16.96000006,0.200028534455639,0.0372378371296094,0,0.00214010571663553,0.000856042372258434,0,0.000713368667327646,0.000998716077189222,0,0.38479098234101,0.107147952545696,0,0.022685119226669,0.0146953917505449,0,0.00627764315962839,0.00185475830677395,0,0.190754743635138,0.0231131403414614,0.00670566427442075,0,NA,1,NA,0.48230858498706,0.121166791981177,NA,NA,0.22057354825102,0.221616972557657,0.264363885285474,0.578160059443859,0.300825047660794,1.05251608271958,0.660463005095985,1.09923085898131,0.896484617531713,0,-0.240557053778855,0.105588302483308,0.607497405166335,0.07370838156261,0.208859601591376,0.217807424757652,0.156945280027727,0.19800430467775,0.245952906597156,0,0.104429800795688,0.104429800795688,NA,NA,1.71235996026736,-0.255755807771836,-4.67280094972818,-4.16601572419081,-9.25549246580396,-0.461186647483319,-12.3665913959097,-6.46220701661469,6.17578659748111,0.256189207091905,1.77389071996457,12.1651876293511,17.3446925486831,8.16441469776323,8.73712950951581,18.4359538197975,14.4493223230647,-5.37963904603444,NA,7.6545730081505,5.83515396164118,-0.313796174158385
"NRX2018_24",95,1382,35.04000001,10.52000001,2.19000001,1.55000001,0.57000001,0.17000001,21.58000001,3.71000001,0.22000001,0.13000001,0.07000001,0.11000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.37000015,0,0,0,0,94.37000015,0.73000001,2.50000001,15.28000001,0.74000002,3.74000002,45.56000002,0.18000002,0.35000002,25.29000002,18.51000003,50.04000006,25.82000006,0.228674366596364,0.0393133411476422,0,0.00233124943997364,0.00137755653060683,0,0.000741761257695622,0.00116562477296976,0,0.371304439486111,0.111476104623064,0,0.023206527567225,0.0164247113228388,0,0.00604005519862236,0.00180142004588097,0,0.161915862940687,0.0264914698105995,0.00773550925971891,0,NA,1,NA,0.555092186323489,0.1636125659924,NA,NA,0.196142842011005,0.197250639474664,0.23764282980312,0.537144515159602,0.362626430067379,0.989004613824732,0.628328530064359,1.03056778804274,0.80416468094056,0,-0.274713492343845,0.0875230366437627,0.599764964487814,0.0852572262604928,0.21341945734761,0.230904302137443,0.146698300002611,0.20084685973135,0.212517385307712,0,0.106709728673805,0.106709728673805,NA,NA,1.31711366332834,-1.09613300269188,-5.74191037957718,-5.21054178299605,-10.6497971408732,-0.885771658421666,-13.3103337934604,-7.08178729825275,5.6627423322199,0.271684873611818,1.51052877611339,11.8819116348809,16.8353534048278,7.49854265014489,7.84642766010399,18.0064851466995,14.355335399361,-6.21555155887641,NA,6.87763478157457,5.63018762994558,-0.299501685356482
"NRX2018_25",99,1441,28.08000001,7.92000001,1.92000001,1.82000001,0.48000001,0.18000001,17.84000001,3.24000001,0.18000001,0.14000001,0.05000001,0.10000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.01000015,0,0,0,0,79.01000015,0.56000001,2.30000001,14.20000001,0.66000002,3.74000002,36.00000002,0.15000002,0.32000002,21.08000002,17.06000003,40.40000006,21.55000006,0.225794202963307,0.0410074674579025,0,0.00227819275608494,0.00177192772730301,0,0.000632831412543669,0.00126566269852108,0,0.355398050331481,0.100240475825388,0,0.0243007215080989,0.023035058936144,0,0.00607518047194941,0.00227819275608494,0,0.179724085344151,0.0291102392815272,0.00708771052951327,0,NA,1,NA,0.585555555785802,0.161971831576076,NA,NA,0.215922035155192,0.217214158468378,0.260936066254733,0.56452680312651,0.354244265793335,0.919666776626334,0.634133551666748,1.00082252582088,0.729887904883972,0,-0.250146707389775,0.102597242285581,0.614337684199204,0.0907526885240837,0.216303471090292,0.220000000155556,0.153700190081878,0.195515066786605,0.236194278158918,0,0.108151735545146,0.108151735545146,NA,NA,2.32912828904841,-0.363560716288633,-4.80994798914811,-4.30000917010247,-9.43435606282801,-0.135075038274036,-12.6315535251795,-6.3265831074323,6.10997247209088,1.07667005951145,2.12803696379186,12.1547778881507,16.8852487128985,8.77645361812104,8.62286887515778,18.3785090904724,14.8621567087923,-6.06086572122985,NA,7.46089302541182,6.34007230143227,-0.303590736871776
"NRX2018_26",103,1504,40.76000001,9.40000001,1.95000001,1.41000001,0.45000001,0.08000001,25.66000001,3.81000001,0.21000001,0.09000001,0.06000001,0.04000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.20000015,0,0,0,0,107.20000015,0.48000001,2.21000001,20.59000001,0.53000002,3.36000002,50.16000002,0.10000002,0.30000002,29.47000002,23.28000003,54.05000006,29.87000006,0.239365671400141,0.035541044819672,0,0.0019589553144231,0.000839552330914805,0,0.000559701585037731,0.000373134421119681,0,0.380223880158269,0.0876865671347669,0,0.0181902985752934,0.0131529851495061,0,0.0041977612814397,0.000746268748955781,0,0.192070895346916,0.0206156717062281,0.00447761202731677,0,NA,1,NA,0.587519936368613,0.107333657548648,NA,NA,0.217164179080461,0.217977528146278,0.252768729775312,0.612954186074071,0.367697107159774,1.10387124686764,0.75459397612171,1.16872123448991,0.918267893116571,0,-0.290062075757306,0.101498864833007,0.701396053121088,0.0635017557237052,0.176715920386012,0.187400319103907,0.129284017896652,0.165892251831776,0.236639466761301,0,0.0883579601930058,0.0883579601930058,NA,NA,1.30835340279507,-0.620423448566454,-5.13672312168979,-4.61927035308307,-9.86052768032425,-0.723374460780718,-13.7344151531743,-6.67512961916226,5.95315961168598,0.267985088836776,1.88318750509256,11.6004757558389,16.6280074705662,7.43409958717325,8.35062432584372,16.4733489134701,13.4527145687788,-6.86911754210011,NA,7.29945069942904,5.69400761475661,-0.360185456298759
