"","Top","Age","IIa_5Me","IIa_6Me","IIb_5Me","IIb_6Me","IIc_5Me","IIc_6Me","IIIa_5Me","IIIa_6Me","IIIb_5Me","IIIb_6Me","IIIc_5Me","IIIc_6Me","C46","GDGT0","GDGT1","H.GDGT0","OH.GDGT0","GDGT2","H.GDGT1","OH.GDGT1","X2OH.GDGT1","GDGT3","H.GDGT2","OH.GDGT2","GDGT4","Crenarch","Crenarch.p","IIIa_7Me","IIIa_8Me","IIIb_7Me","IIIb_8Me","IIIc_7Me","IIa_7Me","IIa_8Me","IIb_7Me","IIb_8Me","H.1034","H.1034p","H.1034pp","IIc_7Me","H.1032","H.1020","H.1020p","OH.Ia","H.1048","H.1048p","H.1048pp","OH.IIIa","H.1046","OH.IIIb","OH.IIa","OH.IIb","OH.Ib","All_isoGDGT","All_brGDGT","All_H.brGDGT","All_H.isoGDGT","All_OH.isoGDGT","All_OH.brGDGT","All_GDGT","Ic","Ib","Ia","IIc","IIb","IIa","IIIc","IIIb","IIIa","I","II","III","f.IIIa_5Me","f.IIIa_6Me","f.IIIa_7Me","f.IIIb_5Me","f.IIIb_6Me","f.IIIb_7Me","f.IIIc_5Me","f.IIIc_6Me","f.IIIc_7Me","f.IIa_5Me","f.IIa_6Me","f.IIa_7Me","f.IIb_5Me","f.IIb_6Me","f.IIb_7Me","f.IIc_5Me","f.IIc_6Me","f.IIc_7Me","f.Ia","f.Ib","f.Ic","f.HbrGDGT","f.HisoGDGT","BIT","GDGT0.Crenar","IIIa.IIa","Ib.Ia","TEX86","MI","MBT","MBTp","MBTp5Me","MBTp6Me","MBTm","CBT","CBTp","CBT5Me","CBT6Me","Rib","Index1","Index2","IBT","DC","IR6Me","IR.IIap","IR.IIIap","IR","CI","IR7Me","IR6_7Me","IRp6_7Me","pCren","pCren.p","MAAT_MBTp_DJ","MAAT_DJ_5Me","MAAT_soil_Naaf","MAAT_soil5Me_Naaf","MAAT_bog5Me_Naaf","MAAT_Ding","MAAT_Wang","MCQT_Ding","MAAT_Chen_Tjk","MAAT_mr_DJ","MAAT_mrs_DJ","MAAT_mr_Yang","MAAT_mr_Tibet","MAAT_LSun","MAF_MSosa","TsumL_mr_Pears1","TsumL_mr_Pears2","TgrowL_mr_Dang","LST_TEX86","MAF_meth_Raberg","MAF_full_Raberg","DeltaMBT"
"NRX2018_27",107,1568,33.43000001,8.62000001,1.87000001,1.45000001,0.38000001,0.11000001,22.13000001,4.14000001,0.20000001,0.11000001,0.06000001,0.06000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.00000015,0,0,0,0,91.00000015,0.43000001,1.96000001,16.05000001,0.49000002,3.32000002,42.05000002,0.12000002,0.31000002,26.27000002,18.44000003,45.86000006,26.70000006,0.243186812895846,0.0454945055294047,0,0.00219780230406956,0.00120879131668881,0,0.000659340768143944,0.000659340768143944,0,0.367362636866985,0.0947252746790243,0,0.0205494506254679,0.0159340660176911,0,0.00417582427883106,0.00120879131668881,0,0.176373626192791,0.0215384616128487,0.00472527482737592,0,NA,1,NA,0.624732461534015,0.122118380609272,NA,NA,0.202637362633015,0.20359942594241,0.2418360657452,0.562881562594575,0.38260423779162,1.04154220761318,0.681204848734134,1.11123091489615,0.85941476830214,0,-0.287672558576862,0.0895441880823207,0.638911562156056,0.0718439320413852,0.199696803142729,0.204994054837102,0.157594214192924,0.186768150066295,0.224130708047425,0,0.0998484015713643,0.0998484015713643,NA,NA,1.21603788704795,-0.96425573231347,-5.57413900953456,-5.04662819002014,-10.4309940894155,-0.893056580429411,-13.6683927934787,-6.99195511963815,5.74325246230783,0.399813203335475,1.84345495111958,11.6761428682921,16.5683604489412,7.36493601314078,7.98620219150666,17.0741428948778,13.6192417774518,-6.92407912642734,NA,7.04533103754112,5.44304615798986,-0.321045496849376
"NRX2018_28",111,1634,32.44000001,10.64000001,1.94000001,1.67000001,0.43000001,0.16000001,22.12000001,4.38000001,0.19000001,0.11000001,0.05000001,0.07000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.73000015,0,0,0,0,90.73000015,0.41000001,1.94000001,14.18000001,0.59000002,3.61000002,43.08000002,0.12000002,0.30000002,26.50000002,16.53000003,47.28000006,26.92000006,0.243800286271685,0.0482751019812491,0,0.00209412553384637,0.0012123885133709,0,0.000551085748014297,0.000771520003133164,0,0.35754436191302,0.117271023833455,0,0.0213821228567473,0.0184062604126426,0,0.00473933659527278,0.00176347415116807,0,0.156287886989494,0.0213821228567473,0.00451890234015391,0,NA,1,NA,0.615134633419158,0.136812412456409,NA,NA,0.182188912186395,0.183036208724017,0.22502041946976,0.495206710465414,0.399571122123635,1.0135583584429,0.595663045651041,1.07974054153803,0.837294573200945,0,-0.277556546798089,0.079070705877542,0.560204428561184,0.0768316835034997,0.229514825235286,0.246982358520435,0.165283019120541,0.215866628504819,0.206284550535517,0,0.114757412617643,0.114757412617643,NA,NA,0.737246578073275,-1.49310780767605,-6.2469330170149,-5.70395180292708,-11.3084345120679,-1.33327350340021,-13.3888873880312,-7.56341027914539,5.42039205381939,0.326001339299019,1.66800838287445,11.780833252495,16.5532624364148,6.87887339042678,7.425680648992,17.8253720194114,13.7091480407211,-6.83451890795021,NA,6.35484936934314,5.17539327582631,-0.270186290995654
"NRX2018_29",115,1697,29.83000001,9.19000001,2.06000001,1.71000001,0.38000001,0.13000001,19.69000001,4.98000001,0.19000001,0.14000001,0.05000001,0.07000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.43000015,0,0,0,0,84.43000015,0.35000001,1.95000001,13.71000001,0.51000002,3.77000002,39.02000002,0.12000002,0.33000002,24.67000002,16.01000003,43.30000006,25.12000006,0.233210943681373,0.0589837735538604,0,0.00225038504870831,0.00165817848811173,0,0.000592206679037889,0.00082908930327652,0,0.353310434170359,0.108847565956092,0,0.0243989104150203,0.0202534644908443,0,0.0045007699789753,0.00153973717599241,0,0.162383039034023,0.0230960559817078,0.00414544604261735,0,NA,1,NA,0.632239877174659,0.14223194810924,NA,NA,0.189624541058348,0.190640628828644,0.23554509362236,0.499999999843848,0.372523364420054,0.964661740507758,0.581600671765258,1.03574405011833,0.79635439495158,0,-0.262455807457768,0.0783171105795019,0.543410785327025,0.0843322821582904,0.237065186079395,0.235520246163239,0.201864613131849,0.222483906596022,0.216827455377118,0,0.118532593039697,0.118532593039697,NA,NA,1.25022742500898,-1.16210680557676,-5.82584080416936,-5.29254229030193,-10.7592570147852,-0.974124562245928,-12.9716539600581,-7.23156129964801,5.62246579754932,0.582862744001782,1.8566433797217,11.9861068455298,16.7503695466818,7.55453154793137,7.77650312074535,18.4215918895151,14.1451735362931,-6.53865332894353,NA,6.64165922839152,5.35167955242131,-0.264454906221487
"NRX2018_30",119,1762,25.68000001,8.56000001,2.22000001,2.16000001,0.30000001,0.17000001,15.66000001,6.07000001,0.19000001,0.33000001,0.04000001,0.16000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.89000015,0,0,0,0,75.89000015,0.30000001,2.15000001,11.90000001,0.47000002,4.38000002,34.24000002,0.20000002,0.52000002,21.73000002,14.35000003,39.09000006,22.45000006,0.206351297655123,0.0799841876136826,0,0.00250362379265327,0.00434839912172539,0,0.000527078797218845,0.00210831479356638,0,0.338384503350143,0.112794834537894,0,0.0292528660641991,0.0284622480660253,0,0.00395309012263851,0.00224008445992868,0,0.1568059031029,0.028330478399663,0.00395309012263851,0,NA,1,NA,0.634637850680702,0.180672269596074,NA,NA,0.189089471625202,0.190900625369176,0.246521216504785,0.458320025484433,0.325281473914527,0.84916440719715,0.477039687943533,0.934475337037598,0.676428357624652,0,-0.219233324537005,0.0716972076098375,0.451126145782363,0.104171633273734,0.283555411536779,0.250000000146028,0.279337321878198,0.261390030543941,0.2235161533301,0,0.141777705768389,0.141777705768389,NA,NA,1.91315719763661,-0.816907740924523,-5.38668612764357,-4.86348564682797,-10.1865229227803,-0.598885263971614,-11.7774167569575,-7.00550773962529,5.83320735689187,1.04332983801555,2.03691659669077,12.6217815373927,17.2447634833599,8.61993871684368,8.14237388349282,20.52889712631,15.3884042888752,-5.45077481520469,NA,6.97062715185226,5.68337561997131,-0.211798808979648
"NRX2018_31",123,1827,30.24000001,6.59000001,2.07000001,1.44000001,0.26000001,0.09000001,19.72000001,4.26000001,0.19000001,0.14000001,0.05000001,0.06000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.80000015,0,0,0,0,82.80000015,0.26000001,2.32000001,15.11000001,0.35000002,3.51000002,36.83000002,0.11000002,0.33000002,23.98000002,17.69000003,40.69000006,24.42000006,0.238164250897045,0.0514492753898866,0,0.00229468610695407,0.00169082137374851,0,0.000603864853978506,0.000724637800619617,0,0.365217390763495,0.0795893719572656,0,0.0250000000754831,0.017391304437093,0,0.00314009673344185,0.00108695664054295,0,0.182487922495493,0.0280193237415109,0.00314009673344185,0,NA,1,NA,0.651099647216346,0.153540702082369,NA,NA,0.213647342970446,0.214788732471749,0.252786510607387,0.588293980339854,0.364499634718682,0.949833388550322,0.7048157808336,1.01411276936696,0.761271887011063,0,-0.282850823931313,0.0908769281264426,0.663192690890864,0.0882589468530286,0.193211488816075,0.178930220103758,0.177648040302212,0.178424601428433,0.232211464623231,0,0.0966057444080373,0.0966057444080373,NA,NA,2.08289539354389,-0.619864241397678,-5.13601171059844,-4.61857530035724,-9.85959987650654,-0.296196974167136,-13.5351682652222,-6.46003900560654,5.95350100366183,0.679045911372501,1.99322826726348,11.785978272924,16.6627343096557,8.29631278767813,8.35121702024624,17.2946497995266,14.3837198264908,-6.67993962006654,NA,7.26360114041904,6.15467801570681,-0.335507469732467
"NRX2018_32",127,1892,25.48000001,7.70000001,2.17000001,2.15000001,0.23000001,0.12000001,18.78000001,5.18000001,0.19000001,0.24000001,0.03000001,0.12000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.77000015,0,0,0,0,76.77000015,0.25000001,2.19000001,11.94000001,0.35000002,4.32000002,33.18000002,0.15000002,0.43000002,23.96000002,14.38000003,37.85000006,24.54000006,0.244626806998906,0.0674742738032937,0,0.00247492522637438,0.00312622130429942,0,0.000390777777014242,0.00156311071727932,0,0.331900481440861,0.100299596130716,0,0.0282662499122061,0.0280057314810361,0,0.00299596208871442,0.00156311071727932,0,0.15552950353876,0.0285267683433761,0.00325648051988443,0,NA,1,NA,0.722121760263941,0.183417086111041,NA,NA,0.18731275240202,0.188738679738007,0.235583224336651,0.486962410968934,0.398657154723476,0.840788100694497,0.552180100718382,0.933617292135348,0.655651752379318,0,-0.262748724814125,0.0751511198356146,0.536095546089323,0.104356151647337,0.248597532139258,0.232067510710026,0.216193656330389,0.22541127075575,0.21245551607876,0,0.124298766069629,0.124298766069629,NA,NA,1.89363054094042,-1.16090759461233,-5.82431519429059,-5.29105176068031,-10.7572673541136,-0.617100551551645,-12.9797472666143,-7.04267598242818,5.6231979072637,1.18806697128162,2.13576137173422,12.0697929002935,16.5531574945412,8.24881390439212,7.77777414455503,18.7483913401425,14.7008206537173,-6.5558903290363,NA,6.74799213592016,5.77244120488042,-0.251379186632283
"NRX2018_33",131,1957,15.96000001,7.30000001,1.75000001,2.35000001,0.25000001,0.20000001,12.92000001,4.91000001,0.17000001,0.32000001,0.04000001,0.20000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.46000015,0,0,0,0,58.46000015,0.31000001,1.92000001,9.86000001,0.45000002,4.10000002,23.26000002,0.24000002,0.49000002,17.83000002,12.09000003,27.81000006,18.56000006,0.221005815546513,0.083989052299036,0,0.00290797142599734,0.00547382841565046,0,0.000684228701631298,0.00342114282392796,0,0.273007183870149,0.124871707000842,0,0.0299349983836769,0.0401984263422894,0,0.00427642848714567,0.00342114282392796,0,0.168662332957589,0.0328429696386171,0.00530277128300692,0,NA,1,NA,0.766552020837015,0.194726167145308,NA,NA,0.206808073879213,0.209423176978407,0.281359087975445,0.450279329552344,0.373329542121136,0.740493835084142,0.395313499580558,0.847290171647986,0.604089406959667,0,-0.150320467535808,0.0900962934616591,0.373881524542102,0.124448966260496,0.329523399190364,0.313843508328595,0.27537857568662,0.297152592068968,0.254517294846786,0,0.164761699595182,0.164761699595182,NA,NA,3.10351844140353,0.278743316827736,-3.99282289010246,-3.50167325103986,-8.36868278944129,0.230498826969065,-9.87335451801437,-6.23121221671936,6.50209448912854,3.27916868066412,3.47639754202772,13.2843824969781,16.9961170165837,10.5589928091801,9.30363626584816,21.9225795878654,16.315189896403,-5.48467500377692,NA,7.93012866366087,7.1717128794513,-0.1689202415769
"NRX2018_34",135,2022,23.22000001,10.15000001,1.61000001,1.69000001,0.16000001,0.10000001,18.32000001,4.42000001,0.16000001,0.16000001,0.02000001,0.09000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.64000015,0,0,0,0,73.64000015,0.23000001,1.99000001,11.32000001,0.26000002,3.30000002,33.37000002,0.11000002,0.32000002,22.74000002,13.54000003,36.93000006,23.17000006,0.248777837760501,0.0600217273356429,0,0.00217273234212507,0.00217273234212507,0,0.000271591661586926,0.001222162001856,0,0.315317761579336,0.137832699474811,0,0.0218631179619844,0.0229494840651491,0,0.00217273234212507,0.00135795776475158,0,0.153720803733594,0.0270233569520165,0.00312330268239414,0,NA,1,NA,0.681450404745909,0.17579505373163,NA,NA,0.183867463368005,0.18494741168769,0.23817062468475,0.452842809307726,0.428935775362759,0.926754680453794,0.496785070073277,0.982019830302879,0.765984223806994,0,-0.217188892569079,0.0769549403712479,0.455006940042038,0.0943890932413329,0.276372712592933,0.304165418157528,0.194371152423596,0.259668508458622,0.214150586522427,0,0.138186356296467,0.138186356296467,NA,NA,1.28867072414538,-1.0795338536646,-5.72079330636314,-5.18991028107311,-10.6222568039497,-0.996867780689637,-11.7209291016836,-7.32938960795106,5.67287599394721,1.58788432000702,2.41462521002453,12.3158202188841,16.4665236402624,7.8668751533003,7.86402082282501,19.1793319271877,14.6672325039505,-6.77616241889022,NA,7.04459265025983,6.42549874423219,-0.214672184622976
"NRX2018_35",139,2084,15.29000001,5.76000001,1.50000001,1.38000001,0.13000001,0.08000001,12.22000001,4.61000001,0.16000001,0.20000001,0.02000001,0.09000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.72000015,0,0,0,0,51.72000015,0.16000001,1.44000001,8.68000001,0.21000002,2.88000002,21.05000002,0.11000002,0.36000002,16.83000002,10.28000003,24.14000006,17.30000006,0.236272234620247,0.0891337973052964,0,0.00309358100417562,0.00386697620688232,0,0.000386697794702153,0.00174013939943888,0,0.295630316427986,0.111368909383114,0,0.0290023202948502,0.0266821346867301,0,0.00251353460214559,0.00154679059876221,0,0.167826759180704,0.0278422274907901,0.00309358100417562,0,NA,1,NA,0.799524940808052,0.165898618472467,NA,NA,0.198762567675669,0.2005853660085,0.260781329572433,0.464947987220879,0.387621131450894,0.83771115981233,0.469390214187443,0.911320701029477,0.709318082435672,0,-0.19575897465823,0.0722073063775108,0.42371183347878,0.109253066355625,0.292471043071995,0.273634204490609,0.273915627125472,0.273759239943232,0.239845261199355,0,0.146235521535998,0.146235521535998,NA,NA,2.27832407012758,-0.368427184946984,-4.81613900380696,-4.3060578270136,-9.44243022291045,-0.307433089525559,-11.1288204698069,-6.68333109984177,6.10700152779071,2.41234341070473,3.0367962175731,12.6789636671337,16.7279273168931,9.22891843012102,8.61771098574776,20.2839714414618,15.2401779099956,-6.35314192943791,NA,7.4982758393501,6.47948609101321,-0.204166657648446
"NRX2018_36",143,2147,11.65000001,5.91000001,1.76000001,2.48000001,0.21000001,0.20000001,12.26000001,5.51000001,0.17000001,0.46000001,0.04000001,0.21000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.79000015,0,0,0,0,48.79000015,0.23000001,1.65000001,6.05000001,0.41000002,4.24000002,17.56000002,0.25000002,0.63000002,17.77000002,7.93000003,22.21000006,18.65000006,0.251280999637382,0.112932977927035,0,0.00348432075173912,0.00942816168447993,0,0.000819840333613936,0.00430416088039303,0,0.23877843767541,0.121131379213574,0,0.0360729658657318,0.0508300881815021,0,0.00430416088039303,0.00409920084822955,0,0.124000819663863,0.0338184055119336,0.00471408094471998,0,NA,1,NA,1.01195899770848,0.272727273929376,NA,NA,0.162533306120517,0.165518681106094,0.234545992711676,0.359963686100887,0.457279060830396,0.602980690631435,0.300450548379914,0.715218885312855,0.461781126619115,0,-0.188408833639086,0.0507915268672901,0.320913471808634,0.161534818263316,0.361478218713231,0.336560364650842,0.310073157219951,0.32323804152478,0.20193591468431,0,0.180739109356615,0.180739109356615,NA,NA,2.52217859840867,-1.19352852921778,-5.86581483160583,-5.33159714490057,-10.8113901003047,-0.463424305437631,-10.925736073448,-7.30698295569169,5.60328306006419,3.49941178599279,3.31898340501235,13.1258249804699,16.4723611573693,9.53923501678968,7.74319975705588,22.5061693506676,16.2009838360494,-6.5628878983207,NA,6.45226329017176,6.23466685993109,-0.125417693389211
"NRX2018_37",147,2212,12.04000001,4.92000001,1.52000001,1.96000001,0.16000001,0.15000001,10.50000001,4.87000001,0.16000001,0.34000001,0.03000001,0.15000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.83000015,0,0,0,0,45.83000015,0.19000001,1.53000001,7.31000001,0.31000002,3.48000002,16.96000002,0.18000002,0.50000002,15.37000002,9.03000003,20.75000006,16.05000006,0.229107570928079,0.106262273490305,0,0.0034911632004435,0.00741872155547004,0,0.000654593277368776,0.00327296551405313,0,0.262710014632195,0.107353261922256,0,0.0331660485495329,0.0427667467507089,0,0.0034911632004435,0.00327296551405313,0,0.159502508969553,0.0333842462359233,0.00414575625961459,0,NA,1,NA,0.906250000110554,0.209302326663061,NA,NA,0.197032511465091,0.200000000177187,0.271578947698932,0.431438127080713,0.38439410267546,0.685232048400952,0.375263692376032,0.802381127609195,0.544601028298524,0,-0.168799842319999,0.0714279228093035,0.362171219405084,0.136160714935427,0.336684783141245,0.290094339870172,0.316851008696355,0.302814723411303,0.244891122366944,0,0.168342391570623,0.168342391570623,NA,NA,3.1247342910594,-0.0288420948686028,-4.38412630256575,-3.88397893444876,-8.87901050906975,0.161197846586271,-10.3839396433016,-6.41644529828789,6.31431579581949,3.39125247773973,3.5056229609984,13.2325332921911,16.8726358456907,10.4943434817127,8.97763158996439,22.0626009750297,16.3257691761321,-6.029500341241,NA,7.58131092655487,6.83044091349086,-0.159859179381782
"NRX2018_38",151,2281,18.06000001,6.04000001,1.56000001,1.55000001,0.20000001,0.11000001,13.07000001,4.80000001,0.15000001,0.24000001,0.03000001,0.13000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.54000015,0,0,0,0,57.54000015,0.22000001,1.56000001,9.82000001,0.31000002,3.11000002,24.10000002,0.16000002,0.39000002,17.87000002,11.60000003,27.52000006,18.42000006,0.227146332567397,0.0834202293619563,0,0.00260688233592227,0.00417101163320035,0,0.00052137660621817,0.00225929804763826,0,0.31386861249426,0.104970455235565,0,0.0271115746599455,0.0269377825158035,0,0.00347584305663232,0.00191171375935424,0,0.170663885721245,0.0271115746599455,0.00382342734491633,0,NA,1,NA,0.741493776148138,0.15885947132499,NA,NA,0.201598887726106,0.203544481621514,0.26073274919642,0.481327800676641,0.364010988935138,0.861138960612769,0.495314257541416,0.951138172935136,0.707542791709517,0,-0.209481562240632,0.0768988292793531,0.458149837957886,0.100645161805619,0.280148019729696,0.250622406845956,0.268606603504637,0.258279723842478,0.239804639873159,0,0.140074009864848,0.140074009864848,NA,NA,2.23722102359255,-0.369955037772604,-4.81808270465125,-4.30795683391196,-9.44496514693083,-0.312243372104607,-11.5079755647087,-6.64511409756821,6.10606878457126,1.94542581285516,2.74527633675024,12.61644075206,16.8736357457048,9.09603033833557,8.61609163988065,20.0362704725332,15.1367223065779,-6.02770247895976,NA,7.45776129891913,6.18551450110726,-0.220595051480222
"NRX2018_39",155,2355,15.23000001,6.65000001,1.59000001,1.88000001,0.19000001,0.15000001,12.16000001,4.41000001,0.16000001,0.29000001,0.03000001,0.16000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.96000015,0,0,0,0,52.96000015,0.25000001,1.64000001,8.17000001,0.34000002,3.47000002,21.88000002,0.19000002,0.45000002,16.57000002,10.06000003,25.69000006,17.21000006,0.229607250293786,0.0832703927022175,0,0.00302114821651865,0.00547583098902238,0,0.00056646544401492,0.00302114821651865,0,0.28757552807522,0.125566465089974,0,0.0300226587140597,0.0354984895142603,0,0.00358761347171182,0.00283232646478759,0,0.154267371353095,0.030966767472715,0.00472054398209816,0,NA,1,NA,0.757312614481433,0.20073439510314,NA,NA,0.189954682807908,0.192278287630913,0.256436401020888,0.434557235403067,0.389958951528377,0.769423574087943,0.411397484284176,0.860013332761102,0.624305538283689,0,-0.183701118916653,0.0760974855685675,0.393836904817058,0.121291776761109,0.31561771613347,0.303930530343756,0.266143633354081,0.287646294109081,0.229752531021019,0,0.157808858066735,0.157808858066735,NA,NA,2.40799525147968,-0.505075187893059,-4.98997959515425,-4.47590108409347,-9.66914859473004,-0.307542036077659,-10.7956619156671,-6.81138618144496,6.02357889960106,2.54773793771411,2.94513595896204,12.9186744869373,16.8453474473583,9.44481814233734,8.47288003402962,21.2227719564121,15.7799849211481,-5.85038898538409,NA,7.34643907613501,6.53380576422535,-0.178120834382178
"NRX2018_40",159,2426,16.71000001,8.79000001,2.25000001,2.98000001,0.21000001,0.20000001,16.06000001,7.29000001,0.24000001,0.46000001,0.04000001,0.27000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.03000015,0,0,0,0,66.03000015,0.30000001,2.08000001,8.15000001,0.41000002,5.23000002,25.50000002,0.31000002,0.70000002,23.35000002,10.53000003,31.14000006,24.36000006,0.243222777124286,0.110404361554435,0,0.00363471163796446,0.00696653050060609,0,0.000605785399199337,0.00408905057377923,0,0.253066787400272,0.133121308345173,0,0.0340754203375539,0.0451310011090466,0,0.00318037270214969,0.00302892639021143,0,0.123428744381125,0.0315008330346036,0.004543389509594,0,NA,1,NA,0.915686274575932,0.255214724840227,NA,NA,0.159472966925323,0.161950169366126,0.230113636667221,0.353474320418154,0.438422323330882,0.663067690206992,0.304653576826869,0.759013226295674,0.524762887951054,0,-0.183160132872142,0.0466239140136041,0.309190396694832,0.148338472561372,0.360180180482493,0.34470588247474,0.312205567612672,0.329170931562603,0.199169110557794,0,0.180090090241247,0.180090090241247,NA,NA,2.07086144687625,-1.33292612681589,-6.04315339694448,-5.50485794267832,-11.0426704387044,-0.745914760569628,-10.7807144712573,-7.52748530879624,5.51818182401065,3.01508558399572,3.04054521236284,13.081962756379,16.6235786891619,9.03379480663682,7.59545455557404,22.4191428537351,15.9673633408435,-5.96990156971096,NA,6.62960441798851,6.11591975008767,-0.123360683750932
"NRX2018_41",163,2499,11.36000001,5.47000001,1.36000001,1.32000001,0.07000001,0.10000001,9.03000001,4.31000001,0.12000001,0.28000001,0.01000001,0.13000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.34000015,0,0,0,0,41.34000015,0.11000001,1.18000001,6.49000001,0.17000002,2.68000002,16.83000002,0.14000002,0.40000002,13.34000002,7.78000003,19.68000006,13.88000006,0.218432510334667,0.104257377705888,0,0.00290275785110272,0.00677310133004438,0,0.000241896709330322,0.00314465431853657,0,0.274794387246755,0.132317367928215,0,0.0328979198129006,0.0319303339431652,0,0.00169327551393345,0.00241896491623501,0,0.156990807606468,0.0285437833990913,0.00266086138366886,0,NA,1,NA,0.792632204643337,0.181818183078863,NA,NA,0.188195452389228,0.190686274730993,0.262837838229775,0.409905163398664,0.366253498482095,0.781141238598574,0.36050165059051,0.846804500895237,0.679791168232244,0,-0.151325864084874,0.0636690802530014,0.319078370528399,0.124570868809081,0.345947557165861,0.325014854634563,0.323088456037349,0.324163076136343,0.241443452483508,0,0.17297377858293,0.17297377858293,NA,NA,2.29220369380687,-0.303749987673564,-4.73385809242669,-4.22566890359808,-9.33512160117032,-0.393016848622777,-9.90113362466507,-6.890212758421,6.14648649401169,2.82624095644809,3.23381471561025,13.2046928104813,17.0423367388135,9.62389936479259,8.68626127432585,22.2378810512655,15.9247460426291,-5.51582488427978,NA,7.84496480984692,6.61269697078017,-0.147067325168888
"NRX2018_42",167,2573,11.06000001,5.97000001,1.34000001,1.71000001,0.10000001,0.16000001,12.72000001,6.46000001,0.18000001,0.44000001,0.02000001,0.22000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.77000015,0,0,0,0,47.77000015,0.13000001,1.40000001,5.86000001,0.26000002,3.05000002,17.03000002,0.24000002,0.62000002,19.18000002,7.39000003,20.34000006,20.04000006,0.266275904753163,0.135231316510682,0,0.00376805546231509,0.00921080193883985,0,0.000418673015222923,0.00460540107408813,0,0.231526061864582,0.124973832766463,0,0.0280510782037333,0.0357965251126339,0,0.002093364238769,0.00334938265642857,0,0.122671132334087,0.0293070966213928,0.00272137344759879,0,NA,1,NA,1.12624779785526,0.238907851128144,NA,NA,0.154699602403078,0.157535706942466,0.226617602396098,0.340710004893974,0.486629001363593,0.711285779334977,0.29318895795665,0.790649793225935,0.580224353542428,0,-0.18676880369048,0.0241608498267376,0.281740721307504,0.139369278454996,0.370480436244238,0.350557839282962,0.336809176395402,0.343275338477464,0.197705803106236,0,0.185240218122119,0.185240218122119,NA,NA,1.66061654638712,-1.44287640464271,-6.18302972813211,-5.64151792233652,-11.2250935069716,-1.0331854695424,-10.880422045968,-7.77585839054057,5.45105796600509,3.49870004267731,3.43129579890529,13.0549508228545,16.2128846746277,8.63051707654158,7.47892007986994,22.0007955347473,15.5380573887438,-6.88133557695833,NA,6.32267372480797,6.2678008976009,-0.114092402497876
