,Longitude,Latitude,AI,MAAT,MAP,MTWAQ,MTCOQ,MPWAQ,MPCOQ,MAF
XRD,97.92111,36.01528,1279,3.54166674613953,186,14.3666667938232,-8.10000038146973,111,11,10.2142856461661
