"","Top","Age","GDGT0","GDGT1","GDGT2","GDGT3","Crenarch","Crenarch.p","IIIa_5Me","IIIa_6Me","IIIb_5Me","IIIb_6Me","IIIc_5Me","IIIc_6Me","IIa_5Me","IIa_6Me","IIb_5Me","IIb_6Me","IIc_5Me","IIc_6Me","C46","H.GDGT0","OH.GDGT0","H.GDGT1","OH.GDGT1","X2OH.GDGT1","H.GDGT2","OH.GDGT2","GDGT4","IIIa_7Me","IIIa_8Me","IIIb_7Me","IIIb_8Me","IIIc_7Me","IIa_7Me","IIa_8Me","IIb_7Me","IIb_8Me","H.1034","H.1034p","H.1034pp","IIc_7Me","H.1032","H.1020","H.1020p","OH.Ia","H.1048","H.1048p","H.1048pp","OH.IIIa","H.1046","OH.IIIb","OH.IIa","OH.IIb","OH.Ib","All_isoGDGT","All_brGDGT","All_H.brGDGT","All_H.isoGDGT","All_OH.isoGDGT","All_OH.brGDGT","All_GDGT","Ic","Ib","Ia","IIc","IIb","IIa","IIIc","IIIb","IIIa","I","II","III","f.IIIa_5Me","f.IIIa_6Me","f.IIIa_7Me","f.IIIb_5Me","f.IIIb_6Me","f.IIIb_7Me","f.IIIc_5Me","f.IIIc_6Me","f.IIIc_7Me","f.IIa_5Me","f.IIa_6Me","f.IIa_7Me","f.IIb_5Me","f.IIb_6Me","f.IIb_7Me","f.IIc_5Me","f.IIc_6Me","f.IIc_7Me","f.Ia","f.Ib","f.Ic","f.HbrGDGT","f.HisoGDGT","BIT","GDGT0.Crenar","IIIa.IIa","Ib.Ia","TEX86","MI","MBT","MBTp","MBTp5Me","MBTp6Me","MBTm","CBT","CBTp","CBT5Me","CBT6Me","Rib","Index1","Index2","IBT","DC","IR6Me","IR.IIap","IR.IIIap","IR","CI","IR7Me","IR6_7Me","IRp6_7Me","pCren","pCren.p","MAAT_MBTp_DJ","MAAT_DJ_5Me","MAAT_soil_Naaf","MAAT_soil5Me_Naaf","MAAT_bog5Me_Naaf","MAAT_Ding","MAAT_Wang","MCQT_Ding","MAAT_Chen_Tjk","MAAT_mr_DJ","MAAT_mrs_DJ","MAAT_mr_Yang","MAAT_mr_Tibet","MAAT_LSun","MAF_MSosa","TsumL_mr_Pears1","TsumL_mr_Pears2","TgrowL_mr_Dang","LST_TEX86","MAF_meth_Raberg","MAF_full_Raberg","DeltaMBT"
"XRD140",140,4422,0.17000001,0.05000001,0.08000001,0.07000001,0.54000001,0.09000001,0.07000001,0.38000001,0.02000001,0.01000001,1e-08,1e-08,0.03000001,0.29000001,0.08000001,0.03000001,1e-08,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,0.98000015,0,0,0,0,1.98000021,1e-08,0.01000001,0.06000001,2e-08,0.11000002,0.32000002,2e-08,0.03000002,0.45000002,0.07000003,0.43000006,0.48000006,0.0714285706997086,0.387755052894635,0,0.0204081703456882,0.0102040902748841,0,1.02040800708041e-08,1.02040800708041e-08,0,0.0306122504164923,0.295918332257398,0,0.0816326507705126,0.0306122504164923,0,1.02040800708041e-08,1.02040800708041e-08,0,0.0612244906289045,0.0102040902748841,1.02040800708041e-08,0,0,0.605839426021631,0.314814827503429,1.40624997460938,0.166666805555532,0.827586196195007,0.240963877050369,0.0714285911078687,0.0736842335734045,0.280000041599988,0.0909091216056643,0.155172441438759,0.500602276281984,-0.647138327450706,0,0.942007860691953,1.02040806830489,0.187990466460603,-0.338818465252852,-0.826074728805953,0.5,0.780219743267726,0.906249974609377,0.844444429135803,0.870129850902345,0.374999992187501,0,0.390109871633863,0.390109871633863,0.539999977600001,0.142857154195011,0.255796334256694,0.236001308319633,-4.04719833558447,-3.55479837385646,-8.43959782931261,-2.4998862995106,-0.525823411693526,-9.89983560224765,6.47600079871978,7.60571471698244,6.10193868684612,17.9469388509787,20.3748982476176,11.8487730584152,9.25833471999961,41.1632651229696,20.0693885516242,-1.5081646094646,31.6827580299644,13.298853124032,14.058643214579,0.189090919994324
"XRD145",145,4537,0.10000001,0.06000001,0.09000001,0.09000001,0.56000001,0.10000001,0.10000001,0.32000001,0.02000001,0.01000001,1e-08,1e-08,0.04000001,0.26000001,0.12000001,0.03000001,1e-08,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,1.00000015,0,0,0,0,2.00000021,0.01000001,0.02000001,0.07000001,2e-08,0.15000002,0.30000002,2e-08,0.03000002,0.42000002,0.10000003,0.45000006,0.45000006,0.0999999950000008,0.319999962000006,0,0.020000006999999,0.0100000084999987,0,9.99999850000022e-09,9.99999850000022e-09,0,0.0400000039999994,0.259999971000004,0,0.119999992000001,0.0300000054999992,0,9.99999850000022e-09,9.99999850000022e-09,0,0.0699999995000001,0.020000006999999,0.0100000084999987,0,0,0.585185196213991,0.178571443239796,1.39999997333334,0.285714387755088,0.823529403114188,0.266666685185184,0.100000014999998,0.103092802742053,0.27777780709876,0.14084509878992,0.200000019999997,0.33775276126159,-0.477121240932538,-0.104735333599452,0.819543788144988,0.999999910000014,0.160411040502397,-0.231393999336265,-0.617299910818306,0.559999990400002,0.688888863703707,0.866666642222224,0.761904749433107,0.805555538580248,0.333333333333333,0,0.344444431851854,0.344444431851854,0.559999976400001,0.151515162075298,2.09081872865044,0.166112033255992,-4.13610993797862,-3.64166552050948,-8.55555402558672,-1.20422641335162,-1.28784295091876,-8.67728033634941,6.43333389629619,8.08500035074995,6.08289991596501,16.7680002508,19.8436003623599,12.6746721489288,9.18426023662532,39.10300012955,20.3320007411999,-1.1782013667698,31.4588230519032,11.2558910726613,11.1790858414921,0.13693270830884
"XRD150",150,4645,0.09000001,0.08000001,0.10000001,0.09000001,0.53000001,0.11000001,0.11000001,0.32000001,0.01000001,0.02000001,1e-08,1e-08,0.05000001,0.25000001,0.02000001,0.13000001,1e-08,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,0.99000015,0,0,0,0,1.99000021,1e-08,0.02000001,0.06000001,2e-08,0.15000002,0.30000002,2e-08,0.03000002,0.43000002,0.08000003,0.45000006,0.46000006,0.111111104377105,0.323232284358745,0,0.0101010186715628,0.0202020272421171,0,1.01010085705543e-08,1.01010085705543e-08,0,0.0505050529537799,0.252525224364865,0,0.0202020272421171,0.131313121518214,0,1.01010085705543e-08,1.01010085705543e-08,0,0.0606060615243341,0.0202020272421171,1.01010085705543e-08,0,0,0.598484859159779,0.169811336418654,1.43333330444445,0.333333444444426,0.789473680055402,0.29670331336795,0.0808080988674598,0.0833333550347197,0.307692340236678,0.102564131821168,0.250000015624997,0.325853538940023,-0.514909798610164,0.439332555645702,0.315270404891662,1.01010091766148,0.131672107435529,-0.101457599329374,-0.551754833968162,0.266666728888872,0.791208752807637,0.833333311111113,0.744186035154138,0.780821902420718,0.272727280991734,0,0.395604376403818,0.395604376403818,0.529999978200001,0.171875010253906,1.54574444028638,1.10692410044351,-2.93922946713053,-2.47230642014827,-6.99461368645017,-1.66580272183248,-2.08189967155634,-9.24378682467894,7.00769293254421,7.28515199063354,5.71747471795838,18.1848485235078,19.2582832829874,13.8843485541726,10.1814113412226,38.315151765381,19.9979805972757,-6.1949501154116,29.5789471390582,6.06471225799574,10.7280685210932,0.20512820841551
"XRD160",160,4786,0.12000001,0.07000001,0.10000001,0.09000001,0.51000001,0.10000001,0.10000001,0.31000001,0.02000001,0.01000001,1e-08,1e-08,0.06000001,0.25000001,0.11000001,0.04000001,1e-08,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99000006,0.98000015,0,0,0,0,1.97000021,1e-08,0.02000001,0.06000001,2e-08,0.15000002,0.31000002,2e-08,0.03000002,0.41000002,0.08000003,0.46000006,0.44000006,0.102040810912121,0.316326492399006,0,0.0204081703456882,0.0102040902748841,0,1.02040800708041e-08,1.02040800708041e-08,0,0.0612244906289045,0.255102011974182,0,0.112244890982925,0.0408163304872964,0,1.02040800708041e-08,1.02040800708041e-08,0,0.0612244906289045,0.0204081703456882,1.02040800708041e-08,0,0,0.604651173427077,0.235294132641291,1.32258062434964,0.333333444444426,0.805555549382717,0.298850592020081,0.0816326711786728,0.0842105481440418,0.228571468571421,0.117647090830447,0.206896571343635,0.33775276126159,-0.442907144803659,-0.0347621006913349,0.713210326704824,1.01020398823408,0.134082103775887,-0.209699797903663,-0.544068005573986,0.519999996800001,0.677777754074077,0.806451593132155,0.756097548483046,0.77777776234568,0.272727280991734,0,0.338888877037039,0.338888877037039,0.515151494031223,0.163934437248051,1.50546883611208,-1.38142731342882,-6.10485554245746,-5.56514129354317,-11.1231407699433,-1.68434878084105,-2.01531147267225,-9.24336187292264,5.48857219657127,6.99449032074128,5.52734693805914,16.5887757935547,19.8226534341857,10.7943503347836,7.54404895238069,38.3897961597251,20.0755109996667,-1.39020544384611,30.466666325926,10.1292821244944,10.5356205969173,0.110924377740974
"XRD170",170,4923,0.17000001,0.08000001,0.09000001,0.08000001,0.49000001,0.09000001,0.13000001,0.27000001,0.02000001,0.01000001,1e-08,1e-08,0.07000001,0.21000001,0.13000001,0.05000001,1e-08,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,1.00000015,0,0,0,0,2.00000021,0.01000001,0.03000001,0.07000001,2e-08,0.18000002,0.28000002,2e-08,0.03000002,0.40000002,0.11000003,0.46000006,0.43000006,0.129999990500001,0.269999969500005,0,0.020000006999999,0.0100000084999987,0,9.99999850000022e-09,9.99999850000022e-09,0,0.0699999995000001,0.209999978500003,0,0.129999990500001,0.0500000024999996,0,9.99999850000022e-09,9.99999850000022e-09,0,0.0699999995000001,0.0300000054999992,0.0100000084999987,0,0,0.60483872073361,0.346938788837984,1.42857139795919,0.42857151020407,0.764705880622838,0.301204837276817,0.110000013499998,0.113402079923475,0.250000028409086,0.171875028076169,0.250000012499998,0.221848724799532,-0.308998932354156,-0.0579919392224292,0.544067966797702,0.999999910000014,0.0896107658321663,-0.128029766855889,-0.380211216377763,0.533333328888889,0.606741558641588,0.749999982142858,0.67499999125,0.70588234083045,0.259259267489711,0,0.303370779320794,0.303370779320794,0.489999980600001,0.155172425683709,3.0675822080144,-0.707499106534232,-5.24749886335245,-4.72749888948881,-10.0049985176139,-0.552229849684474,-3.24405454005724,-8.12568190600908,5.90000054545446,7.48600044059993,5.51980000043,15.7870003979499,19.3024004435399,12.2614511677926,8.25833428030288,36.3850005372499,20.3380007402999,-1.60020130346981,28.2117646103806,9.66871838694884,8.6781716370854,0.0781250003329176
"XRD180",180,5057,0.24000001,0.07000001,0.09000001,0.08000001,0.44000001,0.08000001,0.12000001,0.28000001,0.02000001,0.01000001,1e-08,1e-08,0.07000001,0.20000001,0.11000001,0.06000001,1e-08,0.01000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,0.98000015,0,0,0,0,1.98000021,0.01000001,0.03000001,0.06000001,0.01000002,0.17000002,0.27000002,2e-08,0.03000002,0.40000002,0.10000003,0.45000006,0.43000006,0.122448971053729,0.285714252186594,0,0.0204081703456882,0.0102040902748841,0,1.02040800708041e-08,1.02040800708041e-08,0,0.0714285706997086,0.204081611620161,0,0.112244890982925,0.0612244906289045,0,1.02040800708041e-08,0.0102040902748841,0,0.0612244906289045,0.0306122504164923,0.0102040902748841,0,0,0.623931634670173,0.545454555785124,1.48148144581619,0.500000083333319,0.78124999609375,0.31578949238227,0.102040831320281,0.105263177285316,0.250000031249995,0.153846183431949,0.241379324613553,0.217483918551054,-0.357934848219526,-0.0321846785989352,0.460730775428885,1.02040806830489,0.0821867483875217,-0.14061889197419,-0.402487608803155,0.518518515775035,0.636363617768598,0.740740722908095,0.699999990000001,0.71641789752729,0.240000011199999,0,0.318181808884299,0.318181808884299,0.439999983600001,0.153846167159763,2.84002467766033,-0.707499017187672,-5.24749874968772,-4.72749877843771,-10.0049983693753,-0.745573474804907,-3.44918014205278,-8.36181780766615,5.9000005999999,7.31795965898577,5.33581635513015,16.2153064629633,19.4544902252311,12.2858636377,8.25833437499982,36.9193882215222,20.5357150108599,-1.83489925333175,29.124999784375,9.54969504983096,8.58477264079835,0.0961538478180451
"XRD190",190,5173,0.19000001,0.09000001,0.11000001,0.08000001,0.46000001,0.08000001,0.11000001,0.27000001,0.01000001,0.01000001,1e-08,1e-08,0.07000001,0.22000001,0.09000001,0.08000001,1e-08,0.01000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01000006,0.98000015,0,0,0,0,1.99000021,0.01000001,0.03000001,0.07000001,0.01000002,0.17000002,0.29000002,2e-08,0.02000002,0.38000002,0.11000003,0.47000006,0.40000006,0.112244890982925,0.27551017211579,0,0.0102040902748841,0.0102040902748841,0,1.02040800708041e-08,1.02040800708041e-08,0,0.0714285706997086,0.22448977176177,0,0.0918367308413167,0.0816326507705126,0,1.02040800708041e-08,0.0102040902748841,0,0.0714285706997086,0.0306122504164923,0.0102040902748841,0,0,0.616666677499999,0.413043491020794,1.31034480618312,0.42857151020407,0.75,0.341463430398571,0.112244911391085,0.114583351453991,0.28947370983379,0.159420317160258,0.21818183702479,0.255272476150344,-0.380211240263958,0.0669467792902701,0.421005263729448,1.03061214837569,0.115393407687355,-0.109144423927556,-0.434923544396573,0.46153846745562,0.678160894966313,0.758620671819264,0.710526304709142,0.731343269770551,0.280000006399999,0,0.339080447483157,0.339080447483157,0.455445527399276,0.148148161179698,2.91468895530127,0.533948174272705,-3.66815686955005,-3.18447268259713,-7.94526182087282,-0.606186260863697,-2.53168014559837,-8.12668403084248,6.65789522880877,7.49244942819652,5.51857142919825,16.7479594426593,19.2418371965555,13.5829199147698,9.57412366112634,37.2520412318304,20.7448986523114,-2.88908276544652,27.4,9.30013140083467,9.38617708706248,0.130053392673533
"XRD200",200,5289,0.33000001,0.11000001,0.09000001,0.06000001,0.37000001,0.04000001,0.10000001,0.20000001,0.02000001,0.02000001,1e-08,0.01000001,0.07000001,0.21000001,0.09000001,0.14000001,1e-08,0.03000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,1.03000015,0,0,0,0,2.03000021,0.01000001,0.05000001,0.08000001,0.03000002,0.23000002,0.28000002,0.01000002,0.04000002,0.30000002,0.14000003,0.54000006,0.35000006,0.0970873742105766,0.194174738712417,0,0.0194174826091045,0.0194174826091045,0,9.70873645018401e-09,0.00970874615892046,0,0.0679611648600245,0.203883475162601,0,0.0873786377603925,0.135922320011313,0,9.70873645018401e-09,0.0291262190592885,0,0.0776699013102085,0.0485436919596565,0.00970874615892046,0,0,0.640776710246017,0.891891894813733,1.07142856632653,0.625000046874994,0.633333348888887,0.388059717308976,0.135922339428785,0.142857157434401,0.350000013749998,0.194444467206788,0.230769248520707,0.109144459084724,-0.394451677744127,0.0299632192413059,0.183644381182263,0.97087370327082,0.160579075214741,0.0652667568987527,-0.382334905433092,0.482758623067776,0.685393233430126,0.749999982142858,0.666666655555556,0.706896537455411,0.3200000016,0,0.342696616715063,0.342696616715063,0.369999987800001,0.0975609952409271,4.61972279745603,2.43750043243743,-1.24649944986259,-0.818499462512589,-4.78699928252512,0.505193125552932,-1.2832001518167,-7.09007686288275,7.82000026399995,8.14572848702983,5.69543686804317,17.333980743595,19.8734954930832,16.7131055657678,11.5916671249999,38.0611653260439,22.8563110316052,1.81922153749201,20.9600008586666,10.2922383342055,8.32849737058461,0.15555554654321
"XRD210",210,5403,0.51000001,0.06000001,0.06000001,0.04000001,0.30000001,0.03000001,0.10000001,0.26000001,0.01000001,0.01000001,1e-08,1e-08,0.08000001,0.24000001,0.08000001,0.09000001,1e-08,0.01000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,1.01000015,0,0,0,0,2.01000021,0.01000001,0.04000001,0.08000001,0.01000002,0.17000002,0.32000002,2e-08,0.02000002,0.36000002,0.13000003,0.50000006,0.38000006,0.0990098961866491,0.257425714243706,0,0.00990099852955467,0.00990099852955467,0,9.90098862856605e-09,9.90098862856605e-09,0,0.079207918929517,0.237623736986574,0,0.079207918929517,0.089108907558083,0,9.90098862856605e-09,0.00990099852955467,0,0.079207918929517,0.0396039644152528,0.00990099852955467,0,0,0.716981138661445,1.69999997666667,1.1249999921875,0.500000062499992,0.684210540166202,0.326530640149935,0.128712881874324,0.131313147025812,0.333333350427347,0.178082215800335,0.196428593431119,0.279840667124064,-0.377418340449782,0.124938718512699,0.391206586341943,0.990098922262536,0.146128021891113,-0.0752509116040523,-0.443697468349552,0.428571438775509,0.693181791838846,0.749999984375001,0.722222209876544,0.735294103806229,0.307692310650887,0,0.346590895919423,0.346590895919423,0.299999992,0.0909091157024778,3.29401097520673,1.91333387094007,-1.91333264940184,-1.46999933179499,-5.65666577470102,-0.258508316013253,-1.68248275514855,-7.67073438159385,7.50000032820507,7.62544596008228,5.51188118972062,17.1930694921184,19.4688122956219,15.1215184686553,11.0361116809116,37.5089112561023,21.8049510101558,-2.65970410350929,23.7684218171744,9.99893549262457,10.5916461325655,0.155251134627012
"XRD220",220,5517,0.25000001,0.10000001,0.09000001,0.07000001,0.44000001,0.05000001,0.10000001,0.19000001,0.01000001,0.01000001,1e-08,1e-08,0.10000001,0.21000001,0.09000001,0.11000001,0.01000001,0.01000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,0.99000015,0,0,0,0,1.99000021,0.01000001,0.05000001,0.09000001,0.02000002,0.20000002,0.31000002,2e-08,0.02000002,0.29000002,0.15000003,0.53000006,0.31000006,0.101010095806551,0.191919172941539,0,0.0101010186715628,0.0101010186715628,0,1.01010085705543e-08,1.01010085705543e-08,0,0.101010095806551,0.212121190082648,0,0.0909090872359969,0.111111104377105,0,0.0101010186715628,0.0101010186715628,0,0.0909090872359969,0.0505050529537799,0.0101010186715628,0,0,0.610619480852063,0.568181827995868,0.935483875130073,0.555555604938266,0.677419364203953,0.346666683555554,0.15151515886134,0.154639188649164,0.333333348148146,0.223880618400532,0.200000021818178,0.204119963112675,-0.269995773294429,0.132625548947733,0.273001246729895,1.01010091766148,0.127578819293085,0.0321847120061991,-0.301029973949259,0.42424243342516,0.630952362244901,0.6774193433923,0.655172403091558,0.666666655555556,0.310344829964328,0,0.31547618112245,0.31547618112245,0.439999983600001,0.102040832569762,4.44645465727522,1.91333379925919,-1.91333274059268,-1.46999942088898,-5.65666589362975,0.592721976945702,-2.19499722293207,-6.80895472643013,7.5000002844444,7.49121256547284,5.31222225410774,16.7838386347719,19.4405054776002,15.5450242790959,11.0361116049382,36.3484853966941,22.5717175810529,-2.15333456616143,23.3935489040582,8.71824506138694,9.38021601460332,0.109452729747613
"XRD230",230,5601,0.34000001,0.08000001,0.08000001,0.05000001,0.40000001,0.04000001,0.10000001,0.21000001,0.02000001,0.01000001,1e-08,1e-08,0.08000001,0.21000001,0.09000001,0.11000001,0.01000001,0.01000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99000006,1.00000015,0,0,0,0,1.99000021,0.01000001,0.07000001,0.07000001,0.02000002,0.20000002,0.29000002,2e-08,0.03000002,0.31000002,0.15000003,0.51000006,0.34000006,0.0999999950000008,0.209999978500003,0,0.020000006999999,0.0100000084999987,0,9.99999850000022e-09,9.99999850000022e-09,0,0.0799999980000003,0.209999978500003,0,0.0899999965000005,0.109999993500001,0,0.0100000084999987,0.0100000084999987,0,0.0699999995000001,0.0699999995000001,0.0100000084999987,0,0,0.6261682359158,0.85000000375,1.06896551248514,1,0.680000011199998,0.323076944378697,0.150000007499999,0.154639188649164,0.348837222282313,0.217391325771895,0.214285733418364,0.124938724544566,-0.350248020505635,-0.0280287199811233,0.191885509005007,0.989999911500013,0.143090984086023,3.3407263991892e-08,-0.367976757720344,0.516129030176899,0.647058802768169,0.724137915576695,0.6774193433923,0.699999986666668,0.280000006399999,0,0.323529401384084,0.323529401384084,0.404040389654118,0.0909091095041314,4.8954122799564,2.40093064077873,-1.29302273648467,-0.863952980984397,-4.84767374130892,0.819956694334785,-1.76639610970319,-6.68937109039362,7.7976746678204,8.23600032809995,5.332100028585,17.31700016845,19.8436003623599,16.5803344886963,11.5529074094104,37.61900035215,24.75700007745,-1.2329013585648,23.5360006182399,7.50016822205599,10.8892314334884,0.131445896510418
"XRD240",240,5683,0.29000001,0.10000001,0.09000001,0.06000001,0.42000001,0.04000001,0.10000001,0.22000001,0.02000001,0.02000001,1e-08,0.01000001,0.07000001,0.21000001,0.08000001,0.14000001,0.01000001,0.01000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,1.00000015,0,0,0,0,2.00000021,0.01000001,0.04000001,0.06000001,0.02000002,0.22000002,0.28000002,0.01000002,0.04000002,0.32000002,0.11000003,0.52000006,0.37000006,0.0999999950000008,0.219999977000003,0,0.020000006999999,0.020000006999999,0,9.99999850000022e-09,0.0100000084999987,0,0.0699999995000001,0.209999978500003,0,0.0799999980000003,0.139999989000002,0,0.0100000084999987,0.0100000084999987,0,0.0600000009999999,0.0400000039999994,0.0100000084999987,0,0,0.611111123456789,0.690476197845805,1.14285713265306,0.666666722222213,0.655172426872769,0.352112693513191,0.110000013499998,0.115789491855954,0.297297322132939,0.159420317160258,0.235294134948094,0.116505557280638,-0.430663845866804,0.0347621006913349,0.176091242970702,0.999999910000014,0.119609890352945,0.0217192798412551,-0.40301950330759,0.4800000032,0.685393233430126,0.749999982142858,0.687499988281251,0.716666652222223,0.260869574669186,0,0.342696616715063,0.342696616715063,0.419999984800001,0.0869565396975418,3.73888773775334,0.780000781080933,-3.35513414146111,-2.87864767782341,-7.53702573110324,-0.197223375145803,-2.41517872954814,-7.9044612542194,6.80810858495243,7.57400042739994,5.340700027295,17.2900001725,19.8436003623599,14.6580069887954,9.83491073776464,38.19900026515,21.9340005008999,1.53079822688027,22.1655179633768,7.91348919023256,7.64201592271113,0.137877004972681
"XRD250",250,5766,0.22000001,0.09000001,0.10000001,0.07000001,0.46000001,0.05000001,0.09000001,0.20000001,0.01000001,0.02000001,1e-08,1e-08,0.09000001,0.21000001,0.08000001,0.14000001,1e-08,0.01000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99000006,1.00000015,0,0,0,0,1.99000021,0.01000001,0.05000001,0.09000001,0.01000002,0.22000002,0.30000002,2e-08,0.03000002,0.29000002,0.15000003,0.53000006,0.32000006,0.0899999965000005,0.199999980000003,0,0.0100000084999987,0.020000006999999,0,9.99999850000022e-09,9.99999850000022e-09,0,0.0899999965000005,0.209999978500003,0,0.0799999980000003,0.139999989000002,0,9.99999850000022e-09,0.0100000084999987,0,0.0899999965000005,0.0500000024999996,0.0100000084999987,0,0,0.596491240535549,0.478260880907372,0.966666668888889,0.555555604938266,0.709677424557752,0.33766235469725,0.150000007499999,0.154639188649164,0.365853669244496,0.211267627058121,0.188679269846916,0.159700828019839,-0.339488250754678,0.141329134236878,0.198367637004592,0.989999911500013,0.157123403077216,0.0636691048049429,-0.357511324546586,0.419354849115503,0.68235291543253,0.699999986666668,0.689655159334127,0.694915241022696,0.333333333333333,0,0.341176457716265,0.341176457716265,0.464646446587084,0.0980392314494419,4.6983111532516,2.93609789773939,-0.612194693527732,-0.198780069232667,-3.95975553882222,0.702808405623114,-1.37868037297651,-6.7623715076917,8.12439044949432,7.77400039739994,5.50260000301,17.3060001701,19.6352003936199,17.036159531725,12.1201223081499,37.3650003902499,22.8800003589999,-3.57610100708485,25.1741938355879,10.6937643039476,9.24530871488226,0.154586042186374
"XRD260",260,5849,0.26000001,0.10000001,0.10000001,0.06000001,0.43000001,0.05000001,0.09000001,0.19000001,0.01000001,0.02000001,1e-08,0.01000001,0.07000001,0.21000001,0.07000001,0.15000001,0.01000001,0.01000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,0.99000015,0,0,0,0,1.99000021,0.01000001,0.05000001,0.09000001,0.02000002,0.22000002,0.28000002,0.01000002,0.03000002,0.28000002,0.15000003,0.52000006,0.32000006,0.0909090872359969,0.191919172941539,0,0.0101010186715628,0.0202020272421171,0,1.01010085705543e-08,0.0101010186715628,0,0.0707070700948884,0.212121190082648,0,0.0707070700948884,0.151515138659322,0,0.0101010186715628,0.0101010186715628,0,0.0909090872359969,0.0505050529537799,0.0101010186715628,0,0,0.601851864711933,0.604651171984857,1,0.555555604938266,0.677419364203953,0.351351368151935,0.15151515886134,0.157894750138503,0.38461539250493,0.211267627058121,0.200000023999996,0.136837946866133,-0.380211240263958,0.124938718512699,0.1760912445792,1.01010091766148,0.172160946220124,0.089400434603297,-0.397939976099954,0.428571438775509,0.702380923469392,0.749999982142858,0.678571415816327,0.714285698979593,0.3599999968,0,0.351190461734696,0.351190461734696,0.429999984200001,0.104166683159722,4.92886609556261,3.52615409428003,0.13846185412223,0.534615693017697,-2.98076881909278,0.81946237169655,-0.963193055937975,-6.66766249231239,8.48461553609465,8.3578791008264,5.88101004671565,17.7171718266911,19.622727672213,17.8809733569686,12.7455130834977,38.0131316091215,23.1424245652892,0.849190231435824,23.3935489040582,9.38808739419085,9.25102411498593,0.173347765446808
"XRD270",270,5932,0.31000001,0.10000001,0.10000001,0.06000001,0.40000001,0.04000001,0.08000001,0.21000001,0.01000001,0.03000001,1e-08,0.01000001,0.08000001,0.20000001,0.05000001,0.18000001,0.01000001,0.01000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01000006,1.01000015,0,0,0,0,2.02000021,0.01000001,0.04000001,0.09000001,0.02000002,0.23000002,0.28000002,0.01000002,0.04000002,0.29000002,0.14000003,0.53000006,0.34000006,0.079207918929517,0.207920771100876,0,0.00990099852955467,0.0297029757866868,0,9.90098862856605e-09,0.00990099852955467,0,0.079207918929517,0.19801978247231,0,0.0495049530438189,0.178217805215177,0,0.00990099852955467,0.00990099852955467,0,0.089108907558083,0.0396039644152528,0.00990099852955467,0,0,0.622641521359914,0.775000005625,1.03571428316327,0.444444506172833,0.666666677777776,0.371428587755101,0.138613870502891,0.145833347873262,0.388888896604937,0.189189211833453,0.180000027599995,0.136837946866133,-0.414973342625656,0.27620636652254,0.119975307546778,0.999999910891102,0.149298066270283,0.103896154097503,-0.4086638409621,0.346153869822482,0.73563215140706,0.714285698979593,0.724137915576695,0.719298230224686,0.3599999968,0,0.36781607570353,0.36781607570353,0.396039590334282,0.0909091095041314,4.55496262534016,3.66055579822526,0.309444753163518,0.701666968286979,-2.7577773751544,0.482222694006691,-1.59489442895207,-7.06528019951979,8.56666681481479,7.79475286563076,5.68920789605823,18.0534654039408,19.8260399653406,18.0442767691422,12.8879632201646,38.3613863770218,22.210891543927,-0.895347929898823,22.8000006133332,9.5436889669243,7.63027938065313,0.199699684771484
