"","Top","Age","GDGT0","GDGT1","GDGT2","GDGT3","Crenarch","Crenarch.p","IIIa_5Me","IIIa_6Me","IIIb_5Me","IIIb_6Me","IIIc_5Me","IIIc_6Me","IIa_5Me","IIa_6Me","IIb_5Me","IIb_6Me","IIc_5Me","IIc_6Me","C46","H.GDGT0","OH.GDGT0","H.GDGT1","OH.GDGT1","X2OH.GDGT1","H.GDGT2","OH.GDGT2","GDGT4","IIIa_7Me","IIIa_8Me","IIIb_7Me","IIIb_8Me","IIIc_7Me","IIa_7Me","IIa_8Me","IIb_7Me","IIb_8Me","H.1034","H.1034p","H.1034pp","IIc_7Me","H.1032","H.1020","H.1020p","OH.Ia","H.1048","H.1048p","H.1048pp","OH.IIIa","H.1046","OH.IIIb","OH.IIa","OH.IIb","OH.Ib","All_isoGDGT","All_brGDGT","All_H.brGDGT","All_H.isoGDGT","All_OH.isoGDGT","All_OH.brGDGT","All_GDGT","Ic","Ib","Ia","IIc","IIb","IIa","IIIc","IIIb","IIIa","I","II","III","f.IIIa_5Me","f.IIIa_6Me","f.IIIa_7Me","f.IIIb_5Me","f.IIIb_6Me","f.IIIb_7Me","f.IIIc_5Me","f.IIIc_6Me","f.IIIc_7Me","f.IIa_5Me","f.IIa_6Me","f.IIa_7Me","f.IIb_5Me","f.IIb_6Me","f.IIb_7Me","f.IIc_5Me","f.IIc_6Me","f.IIc_7Me","f.Ia","f.Ib","f.Ic","f.HbrGDGT","f.HisoGDGT","BIT","GDGT0.Crenar","IIIa.IIa","Ib.Ia","TEX86","MI","MBT","MBTp","MBTp5Me","MBTp6Me","MBTm","CBT","CBTp","CBT5Me","CBT6Me","Rib","Index1","Index2","IBT","DC","IR6Me","IR.IIap","IR.IIIap","IR","CI","IR7Me","IR6_7Me","IRp6_7Me","pCren","pCren.p","MAAT_MBTp_DJ","MAAT_DJ_5Me","MAAT_soil_Naaf","MAAT_soil5Me_Naaf","MAAT_bog5Me_Naaf","MAAT_Ding","MAAT_Wang","MCQT_Ding","MAAT_Chen_Tjk","MAAT_mr_DJ","MAAT_mrs_DJ","MAAT_mr_Yang","MAAT_mr_Tibet","MAAT_LSun","MAF_MSosa","TsumL_mr_Pears1","TsumL_mr_Pears2","TgrowL_mr_Dang","LST_TEX86","MAF_meth_Raberg","MAF_full_Raberg","DeltaMBT"
"XRD65",65,2392,0.25000001,0.06000001,0.09000001,0.05000001,0.49000001,0.06000001,0.07000001,0.28000001,0.01000001,0.01000001,1e-08,1e-08,0.08000001,0.29000001,0.08000001,0.07000001,1e-08,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,1.02000015,0,0,0,0,2.02000021,0.01000001,0.04000001,0.08000001,2e-08,0.15000002,0.37000002,2e-08,0.02000002,0.35000002,0.13000003,0.52000006,0.37000006,0.0686274506920416,0.274509773356406,0,0.00980392993079462,0.00980392993079462,0,9.80392012687449e-09,9.80392012687449e-09,0,0.078431370818916,0.28431369348328,0,0.078431370818916,0.0686274506920416,0,9.80392012687449e-09,9.80392012687449e-09,0,0.078431370818916,0.0392156903114181,0.00980392993079462,0,0,0.620155048674959,0.510204091628488,0.945945948867787,0.500000062499992,0.76923076627219,0.266666688888887,0.127450991061129,0.130000015699998,0.361111124228392,0.168831192443918,0.1379310648038,0.374458873202672,-0.457816088938707,0.124938718512699,0.526808983421521,0.98039207151097,0.20164534519746,-0.128318426129087,-0.579783553949286,0.428571438775509,0.730337047595005,0.783783768444121,0.799999982857144,0.791666650462964,0.347826085066163,0,0.365168523797502,0.365168523797502,0.489999980600001,0.109090923305785,2.7168186756408,2.78694485698294,-0.801943919622017,-0.384166153912137,-4.20722153776248,-0.610357496355098,-0.148539112194186,-7.90832408922162,8.03333358518513,7.62098080426753,5.51254902109573,17.7352942212803,20.0131375852249,15.653790912317,11.9620374742798,39.1794118804786,22.3990200305363,-1.84215810507479,28.4615382982249,11.3408424703492,13.1163633950784,0.192279931784475
"XRD70",70,2568,0.44000001,0.06000001,0.07000001,0.04000001,0.36000001,0.04000001,0.05000001,0.32000001,0.01000001,0.01000001,1e-08,1e-08,0.07000001,0.30000001,0.05000001,0.07000001,1e-08,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01000006,1.00000015,0,0,0,0,2.01000021,0.01000001,0.04000001,0.07000001,2e-08,0.12000002,0.37000002,2e-08,0.02000002,0.37000002,0.12000003,0.49000006,0.39000006,0.0500000024999996,0.319999962000006,0,0.0100000084999987,0.0100000084999987,0,9.99999850000022e-09,9.99999850000022e-09,0,0.0699999995000001,0.299999965000005,0,0.0500000024999996,0.0699999995000001,0,9.99999850000022e-09,9.99999850000022e-09,0,0.0699999995000001,0.0400000039999994,0.0100000084999987,0,0,0.692307699539776,1.22222221604938,1,0.571428632653053,0.714285721088434,0.298245640504768,0.120000011999998,0.122448996459807,0.413793107015457,0.148148172382257,0.105263193905811,0.439332642011041,-0.572504722011203,0.191885491771103,0.526808983421521,1.00999990850001,0.216019187044914,-0.196294581691861,-0.71321038507772,0.391304366729675,0.795454505165295,0.810810794010227,0.864864845142441,0.837837819576334,0.368421047091414,0,0.397727252582647,0.397727252582647,0.356435632290953,0.100000019999999,2.1149028100514,4.44379321563612,1.30586221168843,1.67517255323422,-1.45827567593346,-1.02375068989726,0.24861013805096,-8.27419817838324,9.04482765469677,7.74500040174994,5.51980000043,18.67499996475,20.35680028538,17.3040885316139,13.7181035671819,40.66499989525,22.9590003471499,-2.13310122353482,25.4285718040816,11.6665849554964,15.1468289294521,0.2656449346332
"XRD75",75,2747,0.46000001,0.06000001,0.07000001,0.04000001,0.35000001,0.04000001,0.05000001,0.29000001,0.01000001,0.01000001,1e-08,1e-08,0.08000001,0.30000001,0.06000001,0.06000001,1e-08,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02000006,1.01000015,0,0,0,0,2.03000021,0.01000001,0.04000001,0.10000001,2e-08,0.12000002,0.38000002,2e-08,0.02000002,0.34000002,0.15000003,0.50000006,0.36000006,0.0495049530438189,0.287128680129404,0,0.00990099852955467,0.00990099852955467,0,9.90098862856605e-09,9.90098862856605e-09,0,0.079207918929517,0.29702966875797,0,0.0594059416723849,0.0594059416723849,0,9.90098862856605e-09,9.90098862856605e-09,0,0.0990098961866491,0.0396039644152528,0.00990099852955467,0,0,0.700854707648476,1.31428570530612,0.894736847645429,0.400000059999994,0.714285721088434,0.303571455038263,0.148514859131457,0.151515164983164,0.44117646799308,0.187500021093748,0.101694950588906,0.477121200432859,-0.464346955410179,0.255272466499358,0.602059926183798,1.00990089951967,0.235763242996255,-0.131887543527673,-0.656908607242623,0.357142877551017,0.767441823147653,0.78947366897507,0.852941155709344,0.819444426697532,0.43478259546314,0,0.383720911573826,0.383720911573826,0.343137244521339,0.10256412294543,2.80169290802376,5.30499991838237,2.40147048440313,2.74558813384951,-0.0294119001210795,-0.40572002776246,0.794138403986526,-7.47472656247751,9.57058818546714,7.96405977117924,5.86653460239585,18.3910891161749,20.3618814699186,18.1391374973986,14.630882266436,39.7435643895696,22.8198023445838,-1.76208047444349,25.4285718040816,13.7567387068259,14.8451731237685,0.253676446899332
"XRD80",80,2910,0.40000001,0.06000001,0.07000001,0.04000001,0.39000001,0.04000001,0.06000001,0.30000001,0.01000001,0.01000001,1e-08,1e-08,0.04000001,0.32000001,0.06000001,0.06000001,1e-08,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,0.99000015,0,0,0,0,1.99000021,0.03000001,0.03000001,0.07000001,2e-08,0.12000002,0.36000002,2e-08,0.02000002,0.36000002,0.13000003,0.48000006,0.38000006,0.0606060615243341,0.303030267217636,0,0.0101010186715628,0.0101010186715628,0,1.01010085705543e-08,1.01010085705543e-08,0,0.0404040443832256,0.323232284358745,0,0.0606060615243341,0.0606060615243341,0,1.01010085705543e-08,1.01010085705543e-08,0,0.0707070700948884,0.0303030358126713,0.0303030358126713,0,0,0.669491533754668,1.02564102498356,1,0.42857151020407,0.714285721088434,0.28333335972222,0.131313141720231,0.13402063428632,0.448275857312724,0.160493850327692,0.129629663580241,0.457377139964631,-0.626883540635871,0.0871501581716519,0.636822023348812,1.01010091766148,0.241592786265723,-0.204119910997347,-0.792391616648865,0.450000009999998,0.80232553921039,0.888888867283952,0.833333314814816,0.861111091049384,0.411764692041525,0,0.401162769605195,0.401162769605195,0.389999986600001,0.0930232747431035,2.37131127927645,5.52827571248517,2.68551705108209,3.02310326235439,0.34103423457794,-0.788835437113969,0.955208684521915,-7.96342096610821,9.7068964604043,9.05080828876642,6.08797971232631,18.5949494714723,20.1693942560514,18.5208549916689,14.8675285770908,41.1808078968473,22.1454550193755,-2.1729305227883,25.4285718040816,12.1259767095243,15.042566984151,0.287782006985032
"XRD85",85,3083,0.36000001,0.06000001,0.08000001,0.05000001,0.41000001,0.04000001,0.05000001,0.31000001,0.02000001,0.01000001,1e-08,1e-08,0.05000001,0.31000001,0.05000001,0.06000001,1e-08,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,0.98000015,0,0,0,0,1.98000021,0.01000001,0.03000001,0.08000001,2e-08,0.11000002,0.36000002,2e-08,0.03000002,0.36000002,0.12000003,0.47000006,0.39000006,0.0510204105581004,0.316326492399006,0,0.0204081703456882,0.0102040902748841,0,1.02040800708041e-08,1.02040800708041e-08,0,0.0510204105581004,0.316326492399006,0,0.0510204105581004,0.0612244906289045,0,1.02040800708041e-08,1.02040800708041e-08,0,0.0816326507705126,0.0306122504164923,0.0102040902748841,0,0,0.661157033331056,0.878048783462225,1,0.37500007812499,0.739130436672968,0.296875023681639,0.122448991461889,0.126315806426591,0.444444440329219,0.150000024374998,0.12727276099173,0.497324577355842,-0.589825505957989,0.210853323555817,0.636822023348812,1.02040806830489,0.245982406975576,-0.181420027828518,-0.792391616648865,0.380952403628114,0.80232553921039,0.861111091049384,0.861111091049384,0.861111091049384,0.444444425925929,0,0.401162769605195,0.401162769605195,0.409999985400001,0.088888907160493,1.90595964561669,5.40777764835395,2.53222205757206,2.87333317246918,0.14111089637866,-1.15516718887541,1.07649390473515,-8.32050369559185,9.63333325432101,8.25061257745726,6.08438766912434,18.7887754568201,20.7430614565722,18.1510190371492,14.7398146776406,41.0714284023324,22.2448984227196,-1.22755240751749,26.8000001043478,13.4594632547597,15.3995750475798,0.294444415954221
"XRD90",90,3237,0.44000001,0.05000001,0.06000001,0.04000001,0.36000001,0.04000001,0.06000001,0.31000001,0.01000001,0.01000001,1e-08,1e-08,0.07000001,0.30000001,0.05000001,0.07000001,1e-08,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99000006,1.01000015,0,0,0,0,2.00000021,0.01000001,0.04000001,0.08000001,2e-08,0.12000002,0.37000002,2e-08,0.02000002,0.37000002,0.13000003,0.49000006,0.39000006,0.0594059416723849,0.306930657386536,0,0.00990099852955467,0.00990099852955467,0,9.90098862856605e-09,9.90098862856605e-09,0,0.0693069303009509,0.29702966875797,0,0.0495049530438189,0.0693069303009509,0,9.90098862856605e-09,9.90098862856605e-09,0,0.079207918929517,0.0396039644152528,0.00990099852955467,0,0,0.694915261275495,1.22222221604938,1,0.500000062499992,0.73684210803324,0.272727302479336,0.128712881874324,0.131313147025812,0.419354840790842,0.160493850327692,0.122807050784852,0.449092478642176,-0.522878726667719,0.221848711012409,0.538390855353563,0.98019793363397,0.216019187044913,-0.166331364518624,-0.671386430128563,0.37500002083333,0.784090870351245,0.810810794010227,0.837837819576334,0.824324306793281,0.380952374149661,0,0.392045435175622,0.392045435175622,0.363636351698807,0.100000019999999,2.33435320389903,4.61870974287199,1.52838718004161,1.89258072651403,-1.16806440753384,-0.82888692082929,0.248610138050959,-8.02616318578189,9.15161294318417,7.90861423485927,5.6977227462788,18.5267326603862,20.1832676350593,17.4620322980948,13.9034946930281,39.9950495007352,22.735643941241,-2.36445662260545,26.6736843634349,11.719181688202,14.9128869845348,0.25886099046315
"XRD95",95,3360,0.39000001,0.06000001,0.08000001,0.04000001,0.39000001,0.04000001,0.06000001,0.30000001,0.01000001,0.01000001,1e-08,1e-08,0.05000001,0.30000001,0.07000001,0.08000001,1e-08,0.01000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,1.01000015,0,0,0,0,2.01000021,0.01000001,0.04000001,0.07000001,0.01000002,0.15000002,0.35000002,2e-08,0.02000002,0.36000002,0.12000003,0.51000006,0.38000006,0.0594059416723849,0.29702966875797,0,0.00990099852955467,0.00990099852955467,0,9.90098862856605e-09,9.90098862856605e-09,0,0.0495049530438189,0.29702966875797,0,0.0693069303009509,0.079207918929517,0,9.90098862856605e-09,0.00990099852955467,0,0.0693069303009509,0.0396039644152528,0.00990099852955467,0,0,0.666666675213675,1,1.02857142693878,0.571428632653053,0.727272731404958,0.295081992206394,0.118811893245758,0.121212138047136,0.400000006666665,0.148148172382257,0.12727276099173,0.344495651893297,-0.595985814051125,0.0377885543091815,0.489020429112339,0.990098922262536,0.234083184490985,-0.165625764092067,-0.736758500739275,0.478260873345935,0.786516815301104,0.857142836734695,0.833333314814816,0.845070403094625,0.388888879629631,0,0.393258407650552,0.393258407650552,0.389999986600001,0.0930232747431035,2.61428593322623,4.01000020966662,0.754000266733271,1.13600026059994,-2.17799965213342,-0.735207457436287,0.747718387485917,-8.11165831914165,8.78000012799997,8.30564387886477,5.89207915305755,18.445544553632,20.1832676350593,17.3074360737141,13.2583335555555,40.9366335193118,22.9732676683266,-1.87406065583258,26.1454547735537,11.7767593523009,14.1936762699097,0.251851834284408
"XRD100",100,3478,0.41000001,0.06000001,0.08000001,0.04000001,0.37000001,0.04000001,0.07000001,0.32000001,0.01000001,0.01000001,1e-08,1e-08,0.03000001,0.30000001,0.07000001,0.06000001,1e-08,0.01000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,0.98000015,0,0,0,0,1.98000021,0.01000001,0.03000001,0.06000001,0.01000002,0.13000002,0.33000002,2e-08,0.02000002,0.39000002,0.10000003,0.47000006,0.41000006,0.0714285706997086,0.32653057246981,0,0.0102040902748841,0.0102040902748841,0,1.02040800708041e-08,1.02040800708041e-08,0,0.0306122504164923,0.306122412328202,0,0.0714285706997086,0.0612244906289045,0,1.02040800708041e-08,0.0102040902748841,0,0.0612244906289045,0.0306122504164923,0.0102040902748841,0,0,0.678260877655954,1.10810810518627,1.1818181707989,0.500000083333319,0.727272731404958,0.305084770755528,0.102040831320281,0.104166685980901,0.37037038545953,0.126582305239543,0.150943427198286,0.386944576347633,-0.647138327450706,-0.0457574809096886,0.602059918945559,1.02040806830489,0.223864020511665,-0.243037971133721,-0.792391616648865,0.526315783933519,0.795454505165295,0.909090884297522,0.820512804076266,0.861111091049384,0.374999992187501,0,0.397727252582647,0.397727252582647,0.369999987800001,0.0975609952409271,1.84519151751684,3.07814862270221,-0.431480877764217,-0.0222216323869819,-3.72407328672174,-1.31665589157938,0.465362886737291,-8.71768518903897,8.21111140082297,8.48530641908575,6.10193868684612,18.3540816458038,19.9781636144648,15.9377825240527,12.2706795153177,41.1632651229696,22.071429061516,-2.35367468413143,26.1454547735537,10.7197077103646,14.6357809428583,0.243788080219987
"XRD105",105,3598,0.41000001,0.07000001,0.10000001,0.04000001,0.35000001,0.04000001,0.05000001,0.31000001,0.01000001,0.01000001,1e-08,1e-08,0.04000001,0.32000001,0.05000001,0.06000001,1e-08,0.01000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01000006,0.99000015,0,0,0,0,2.00000021,0.03000001,0.02000001,0.08000001,0.01000002,0.11000002,0.36000002,2e-08,0.02000002,0.36000002,0.13000003,0.48000006,0.38000006,0.0505050529537799,0.313131275788191,0,0.0101010186715628,0.0101010186715628,0,1.01010085705543e-08,1.01010085705543e-08,0,0.0404040443832256,0.323232284358745,0,0.0505050529537799,0.0606060615243341,0,1.01010085705543e-08,0.0101010186715628,0,0.0808080786654426,0.0202020272421171,0.0303030358126713,0,0,0.695652181096408,1.17142856653061,1,0.250000093749988,0.720000004799999,0.350000020833332,0.131313141720231,0.13402063428632,0.481481467764064,0.156626528959208,0.111111148148142,0.529509253568545,-0.638782762794415,0.234083154331656,0.698969917477135,1.02020192623203,0.247345114773854,-0.204119910997346,-0.845097957291509,0.368421080332404,0.825581349918881,0.888888867283952,0.861111091049384,0.874999979166668,0.470588211072669,0,0.412790674959441,0.412790674959441,0.34653464278012,0.10256412294543,1.96232219514226,6.57259216117981,4.0140735252402,4.32111057489726,2.07370298792885,-1.03192065995916,1.11414552120158,-8.11489840467642,10.34444418107,8.96191941334554,6.26888877582493,18.8323231728803,20.3516164506642,19.3863060724593,15.9743822588021,41.5101007762474,21.3616167543005,-2.17636486570229,25.74400026496,14.2601363302985,14.4427292942344,0.324854938804855
"XRD110",110,3716,0.32000001,0.08000001,0.14000001,0.04000001,0.38000001,0.04000001,0.03000001,0.29000001,0.01000001,0.01000001,1e-08,1e-08,0.06000001,0.34000001,0.02000001,0.05000001,1e-08,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,1.00000015,0,0,0,0,2.00000021,1e-08,0.03000001,0.16000001,2e-08,0.07000002,0.40000002,2e-08,0.02000002,0.32000002,0.19000003,0.47000006,0.34000006,0.0300000054999992,0.289999966500005,0,0.0100000084999987,0.0100000084999987,0,9.99999850000022e-09,9.99999850000022e-09,0,0.0600000009999999,0.339999959000006,0,0.020000006999999,0.0500000024999996,0,9.99999850000022e-09,9.99999850000022e-09,0,0.159999986000002,0.0300000054999992,9.99999850000022e-09,0,0,0.69841270483749,0.842105267313019,0.800000009999999,0.187500050781247,0.733333335555555,0.38235295717993,0.1900000015,0.193877559870886,0.633333285555567,0.218390821508784,0.0701754801477312,0.748187919983651,-0.440909074008741,0.643452542249744,0.795879926142247,0.999999910000014,0.33403022510427,-0.0746335711531015,-0.845097957291509,0.18518523182441,0.851851799725659,0.849999982500001,0.906249974609377,0.874999979166668,0.639999963200004,0,0.42592589986283,0.42592589986283,0.379999987200001,0.0952381145124707,2.57797884969017,11.3483318307226,10.0896647550782,10.2569981323671,9.99733084028947,-0.234793251134909,3.50925511963097,-6.76539458573567,13.2599990826669,8.96700021844997,7.31939973049004,19.5659998311,20.71760023126,23.9659498044663,21.0361095185189,40.22499996125,22.5080004147999,-2.12300122504982,26.4800001226667,15.2877506747467,18.6380242492694,0.414942464046782
"XRD115",115,3835,0.22000001,0.08000001,0.12000001,0.06000001,0.45000001,0.07000001,0.04000001,0.39000001,0.01000001,0.01000001,1e-08,1e-08,0.01000001,0.36000001,0.04000001,0.04000001,1e-08,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,0.99000015,0,0,0,0,1.99000021,1e-08,0.02000001,0.07000001,2e-08,0.08000002,0.37000002,2e-08,0.02000002,0.43000002,0.09000003,0.45000006,0.45000006,0.0404040443832256,0.393939344352625,0,0.0101010186715628,0.0101010186715628,0,1.01010085705543e-08,1.01010085705543e-08,0,0.0101010186715628,0.363636318640962,0,0.0404040443832256,0.0404040443832256,0,1.01010085705543e-08,1.01010085705543e-08,0,0.0707070700948884,0.0202020272421171,1.01010085705543e-08,0,0,0.659090917011019,0.488888900246913,1.16216215339664,0.285714387755088,0.757575756657484,0.333333350427349,0.090909107438014,0.0927835255606311,0.499999972222233,0.102272753228304,0.0925926327160427,0.643452575808849,-0.823908670371477,0.124938700417104,0.855317080630883,1.01010091766148,0.280826586074913,-0.388180056229065,-1.17609109691911,0.428571448979586,0.888888837037044,0.972972947406868,0.906976725256896,0.937499978125001,0.583333270833349,0,0.444444418518522,0.444444418518522,0.449999983000001,0.134615398668639,0.0379131875433916,7.15499912638923,4.75499888861154,5.04499891416709,3.03999855055612,-2.47207111204613,2.03923857324983,-9.59943171795899,10.6999994666669,8.61343461766142,6.65676750493422,19.5888887148148,20.533838645277,19.4566686820293,16.5916657407411,43.3858580677993,21.9323237385368,-2.44666785505033,27.8181817674931,13.6801626233665,20.0558804330458,0.397727218993929
"XRD120",120,3950,0.21000001,0.05000001,0.08000001,0.07000001,0.51000001,0.08000001,0.07000001,0.37000001,0.02000001,0.01000001,1e-08,1e-08,0.02000001,0.34000001,0.07000001,0.03000001,1e-08,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,1.00000015,0,0,0,0,2.00000021,1e-08,0.01000001,0.06000001,2e-08,0.10000002,0.36000002,2e-08,0.03000002,0.44000002,0.07000003,0.46000006,0.47000006,0.0699999995000001,0.369999954500007,0,0.020000006999999,0.0100000084999987,0,9.99999850000022e-09,9.99999850000022e-09,0,0.020000006999999,0.339999959000006,0,0.0699999995000001,0.0300000054999992,0,9.99999850000022e-09,9.99999850000022e-09,0,0.0600000009999999,0.0100000084999987,9.99999850000022e-09,0,0,0.627737235281581,0.411764717416378,1.22222220987654,0.166666805555532,0.821428561224491,0.253164578913634,0.0700000194999971,0.0721649711977868,0.304347863894128,0.0864197826550805,0.163636391404954,0.581856517816775,-0.698969958011281,0,0.999999804567537,0.999999910000014,0.229336751642376,-0.340538441187087,-0.897015755003524,0.5,0.806451573361087,0.944444419753088,0.840909075413224,0.887499980625001,0.399999986666669,0,0.403225786680544,0.403225786680544,0.509999979400001,0.135593232691755,-0.252012348889726,1.00174031947033,-3.07304196559593,-2.60304200037852,-7.16912846200439,-2.81105595531261,0.616574447878846,-10.1144980864253,6.94347898676726,7.88300038104994,6.27919988652002,18.31500001875,20.38480028118,12.3247214188371,10.0699287964709,41.65899974615,20.2060007600999,-1.66220129416981,31.3428565795919,13.4421110357484,16.0130083502262,0.217928081239048
"XRD125",125,4071,0.16000001,0.06000001,0.09000001,0.08000001,0.51000001,0.10000001,0.09000001,0.33000001,0.03000001,0.01000001,1e-08,1e-08,0.03000001,0.29000001,0.11000001,0.03000001,1e-08,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,1.00000015,0,0,0,0,2.00000021,1e-08,0.01000001,0.07000001,2e-08,0.14000002,0.32000002,2e-08,0.04000002,0.42000002,0.08000003,0.46000006,0.46000006,0.0899999965000005,0.329999960500006,0,0.0300000054999992,0.0100000084999987,0,9.99999850000022e-09,9.99999850000022e-09,0,0.0300000054999992,0.289999966500005,0,0.109999993500001,0.0300000054999992,0,9.99999850000022e-09,9.99999850000022e-09,0,0.0699999995000001,0.0100000084999987,9.99999850000022e-09,0,0,0.613636373622589,0.313725503652441,1.31249998046875,0.142857265306105,0.818181809917356,0.273809543225622,0.0800000179999973,0.0833333550347197,0.258064554630584,0.10958907168324,0.206896571343635,0.414973294519197,-0.540790312077766,-0.0791812315711447,0.954242316419609,0.999999910000014,0.191885509005007,-0.238239094535698,-0.713210385077721,0.545454537190084,0.717391275992442,0.906249974609377,0.785714272108844,0.837837819576334,0.368421047091414,0,0.358695637996221,0.358695637996221,0.509999979400001,0.163934437248051,1.04043542615247,-0.453869756868119,-4.92483716923032,-4.41225655949045,-9.5841915393761,-1.98725953200976,-0.418203386191664,-9.4558433637304,6.05483944890722,7.76800039829994,6.27059988781002,17.13700019545,20.41280027698,11.4894751898527,8.52715182101948,40.00899999365,19.6760008395999,-0.261901504214775,31.1636359074381,13.6319699965668,11.8390345496984,0.148475482947345
"XRD130",130,4183,0.17000001,0.06000001,0.08000001,0.09000001,0.51000001,0.10000001,0.11000001,0.33000001,0.03000001,0.01000001,1e-08,1e-08,0.03000001,0.25000001,0.13000001,0.03000001,1e-08,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01000006,0.99000015,0,0,0,0,2.00000021,1e-08,0.01000001,0.06000001,2e-08,0.16000002,0.28000002,2e-08,0.04000002,0.44000002,0.07000003,0.44000006,0.48000006,0.111111104377105,0.333333292929299,0,0.0303030358126713,0.0101010186715628,0,1.01010085705543e-08,1.01010085705543e-08,0,0.0303030358126713,0.252525224364865,0,0.131313121518214,0.0303030358126713,0,1.01010085705543e-08,1.01010085705543e-08,0,0.0606060615243341,0.0101010186715628,1.01010085705543e-08,0,0,0.604651173427077,0.333333346405228,1.57142853061225,0.166666805555532,0.818181809917356,0.273809543225622,0.0707070902969055,0.0736842335734045,0.205882398788918,0.102941209991346,0.23728815024418,0.301029957343885,-0.49136167772335,-0.191885491771103,0.889301513378122,1.02020192623203,0.140815485912867,-0.240734024987779,-0.617299910818306,0.608695633270325,0.673913020793954,0.89285711479592,0.749999988636364,0.805555538580248,0.300000004999999,0,0.336956510396977,0.336956510396977,0.504950474953437,0.163934437248051,1.38737138263571,-2.09499855808853,-7.0126452244554,-6.4520570313412,-12.3070564311943,-1.84618761588778,-1.8292681242275,-9.50297038747153,5.05294205674722,7.60131355889188,6.09666657969698,16.3979801073768,20.0437377094337,10.1327235534966,6.78774662629726,39.0646466013162,19.2494958621976,-0.407577254912537,31.1636359074381,11.6972765718721,9.8477156247876,0.102941188797572
"XRD135",135,4302,0.16000001,0.06000001,0.08000001,0.08000001,0.53000001,0.09000001,0.10000001,0.33000001,0.03000001,0.01000001,1e-08,1e-08,0.04000001,0.26000001,0.11000001,0.03000001,1e-08,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000006,0.99000015,0,0,0,0,1.99000021,1e-08,0.02000001,0.06000001,2e-08,0.14000002,0.30000002,2e-08,0.04000002,0.43000002,0.08000003,0.44000006,0.47000006,0.101010095806551,0.333333292929299,0,0.0303030358126713,0.0101010186715628,0,1.01010085705543e-08,1.01010085705543e-08,0,0.0404040443832256,0.262626232935419,0,0.111111104377105,0.0303030358126713,0,1.01010085705543e-08,1.01010085705543e-08,0,0.0606060615243341,0.0202020272421171,1.01010085705543e-08,0,0,0.598484859159779,0.301886805624777,1.43333330444445,0.333333444444426,0.806451605619148,0.261904782029477,0.0808080988674598,0.0842105481440418,0.242424281910001,0.114285745714283,0.220339000287271,0.35218247287236,-0.498310536900373,-0.11394333226248,0.806179827409533,1.01010091766148,0.153976930973606,-0.24073402498778,-0.624723928643688,0.565217379962195,0.692307666948439,0.866666642222224,0.76744184802596,0.80821916119347,0.300000004999999,0,0.34615383347422,0.34615383347422,0.529999978200001,0.14516130176899,1.42365237127901,-0.945756333930475,-5.55060448078087,-5.02363482013807,-10.4003009699362,-1.75453122918446,-1.46561739719928,-9.29907758593685,5.75454621267202,7.57404083575139,5.90707064882768,16.9030305359045,20.2259599040465,11.2430025138518,8.00580939700003,39.2303031418733,20.3262633758187,-0.532627741016,30.516128630177,11.4803981025806,11.5093038854317,0.128138536195718
