"","Age","MPCOQ","MAAT","MAF","AI"
"1",56,18.9850215538118,1.20062877081439,8.99032403472472,2041.36172685407
"2",141,18.2603793511303,1.13015766010939,9.04822317031717,2021.32363669873
"3",441,32.5204112570618,1.27542038834712,10.4791300176862,2033.36860198787
"4",672,16.3412395683776,1.4359233574944,9.09064039858123,2474.88617277554
"5",918,40.9646452310669,1.8935943312676,11.4127434666613,1965.63906173197
"6",1158,11.2697664010757,2.1964888050787,11.3345572838312,1995.93522955101
"7",1393,10.0419780585462,3.51859298518232,9.61260966434173,2142.74630927485
"8",1640,6.16377390017692,1.90377530051652,8.14669589237286,2195.05914314759
"9",1883,9.50539874507119,4.59357297257853,10.6353282607166,2244.08699609246
"10",2227,0.910980782359442,3.12374001099988,9.44042719894802,2459.53437235054
"11",2392,10.6163715429234,3.06624097750968,10.320762693176,2545.46434247746
"12",2568,9.53133553404807,3.54095469972911,10.8127683380075,2393.33326950304
"13",2747,12.6656610670751,3.16652055100785,10.9960460255142,2394.80699233214
"14",2910,-0.691120231547387,3.40329006950621,10.0218492760714,2319.65896208911
"15",3083,-1.24808137213442,3.16062290374138,9.90751371728732,2342.3062057749
"16",3237,9.21275467703926,3.19078875951894,10.3692611345678,2389.45747886888
"17",3360,17.4646513006827,2.73965891210156,9.43506748038662,2386.28053230805
"18",3478,3.80380206232269,1.50216249342582,9.26472888068965,2273.76208263186
"19",3598,-4.19567166950121,3.47139560351111,10.2066948140111,2248.72096699138
"20",3716,18.849152667889,4.82670374361986,11.0689866567783,1860.51099636157
"21",3835,20.3816929780157,2.48207508281871,8.57520183135536,1979.4762921649
"22",3950,37.6161091542075,3.11967056407406,9.2331819827719,1941.44526484959
"23",4071,3.96619441970182,3.53767210771959,8.79491957714982,1884.34566414061
"24",4183,10.194155146467,2.1338314917036,7.72532780636032,1899.6330885088
"25",4302,1.34309716631426,2.94297634017642,7.61101208986491,2039.35143134094
"26",4422,4.54679513990017,2.20326437612838,8.19044277337023,1974.15888892457
"27",4537,20.2209501488909,3.56547006332071,9.81438948288255,2249.06087427245
"28",4645,49.2701232089724,3.05284940032361,7.54400583459442,2387.291224673
"29",4786,7.13308670779035,3.25432332525611,7.48827281539977,2121.91580755509
"30",4923,17.9495528888194,4.19977989661031,9.30934488317132,2357.46718850316
"31",5057,28.4338959527435,2.5581270998251,8.20792523810338,2356.00501940187
"32",5173,37.5762907441882,1.98901500686414,7.58056550437378,2546.769926713
"33",5289,20.679370971714,1.21838270391081,7.98005135167617,1942.94432778012
"34",5403,26.1268792390397,2.43301308963673,8.62863308869885,2550.26515271361
"35",5517,11.106547179113,-0.299290082969592,6.14522992063461,2836.51932456791
"36",5601,21.3222812330924,0.514991290507481,7.23091490578837,2998.76100423877
"37",5683,14.6110376370449,-0.515787427149123,6.26832544178278,2452.93097493884
"38",5766,16.3802628953535,2.46171009276922,9.20960307032701,2717.96137500593
"39",5849,1.29148059512635,-0.975970672390905,6.20792426749797,2785.15141868835
"40",5932,12.7783490859327,0.315714516999355,6.91058340691954,2633.41427920969
"41",6056,12.7237280184055,-0.932336448033679,4.87198189811475,1810.44585540624
"42",6182,11.8567553823701,-0.420681682388995,6.66617620497084,1929.84498851635
"43",6308,10.6609872053942,-0.386786272165665,6.85159396558985,2453.36821923738
"44",6435,26.2923579915649,0.485819367719909,6.24455836459568,2496.92641661887
"45",6562,16.1141675575982,0.351839790495945,7.58595814279491,1962.80650566282
"46",6688,29.6338466438251,-1.31876925078777,5.75427193992978,2067.50067262068
"47",6815,8.74232476221102,0.477075616309034,5.46727072052483,1914.30453606071
"48",6943,11.6978751663943,0.225064048062041,5.87775900341034,2026.7199399438
"49",7075,8.94254520087901,0.803641254831497,6.14143777557549,1870.12598858134
"50",7273,5.30689547612365,0.871708022380004,7.49842870955252,2010.8133130743
