"","Age","MPCOQ","MAAT","MAF","AI"
"1",-28,47.8639453866585,2.47015016521192,10.5367910110444,2800.13982010463
"2",23,53.3610294779382,-0.53430639821225,8.93926017836893,4135.04838776097
"3",77,19.1306351281974,-1.5477021196195,9.88614124312803,4558.32237386135
"4",137,32.5344128423296,0.16587450426872,10.3062069096627,4155.22766484835
"5",204,28.7011488600765,-0.958828680198462,9.85364252295642,4423.8090207932
"6",273,26.9243425340459,-1.06596428221833,8.50820825095314,4780.07887600261
"7",341,74.4197039057323,3.49237219828164,7.95140719535693,4354.97795705775
"8",408,29.8916374171138,-0.864897655218995,9.34524701216107,4684.28908995691
"9",478,14.8783998563399,-1.27606022621485,9.57027112554416,4870.65781193999
"10",550,32.0705566021344,0.0930818314808827,11.1604068221705,4815.64374606336
"11",619,38.469611566325,-1.17753249703013,10.72710682377,4555.68209197958
"12",691,30.6667067040926,-0.704759422816757,10.848231215006,4431.15171014812
"13",761,30.7054674651264,-0.559956747133336,9.10280113274113,4941.99225297673
"14",819,36.4601279440205,-0.618472106287826,10.0508411902976,4978.91285783704
"15",876,21.2610111826178,-1.31942934741884,9.21786839927321,4800.40471532503
"16",935,24.2616880067157,-1.60363258812841,9.30296407172899,4949.59438044789
"17",1018,46.4595590576137,-1.04225420313623,10.7869664173351,4395.35612566632
"18",1073,34.7648483541584,-0.461071597142825,9.54731671002874,4767.75050817249
"19",1101,14.7418740187355,-2.09836858422725,8.72839587879492,4739.79397413713
"20",1156,30.9224490700867,-1.81714934062375,8.65032669057409,4769.56040424947
"21",1211,35.8963845968353,-1.12599260635224,8.98370404111065,5246.73160130746
"22",1267,42.9484857846291,-1.20619934144633,10.723009377918,4426.05260902277
"23",1326,18.3545692190608,-1.82239371993142,8.99680611627063,4839.36625866802
"24",1382,25.2233673609939,-2.21370183707056,8.55227547533261,5029.74874907156
"25",1441,28.2458182222261,-1.93802839428448,8.60468670913466,5018.04770449795
"26",1504,37.4272329839135,-0.856950489034304,8.98654651583177,4815.32809546381
"27",1568,34.9335458635586,-0.689259489880263,8.48199280780799,4999.17750365498
"28",1634,22.7133364925966,-2.31800282901751,7.66378398664486,4981.63229901916
"29",1697,21.2457518112455,-2.52721456939885,8.03787717060088,5054.68463636749
"30",1762,7.00476614465057,-4.70414636650164,6.37568935608678,5195.5386117761
"31",1827,27.3187953114337,-1.66380511095231,9.09602873299343,4425.90845461067
"32",1892,14.5884988209191,-3.45487082284503,7.34801604679007,4553.93946547704
"33",1957,21.2860859892884,-2.31950521687166,6.94417853657508,4635.17749326537
"34",2022,19.0919908150474,-1.98266127069852,8.66356972951903,4326.14663025625
"35",2084,10.2134148691542,-4.41589306930451,7.18938254817336,4529.8704957542
"36",2147,29.1977564748941,-1.89624585928384,7.60963762866771,4363.0583771041
"37",2212,20.3244095026292,-2.54034204632692,6.74067213164845,4434.74211685243
"38",2281,16.5082858748354,-4.28096639068068,6.58218028880975,5139.89952345356
