"","Age","MPCOQ","MAAT","MAF","AI"
"1",-28,32.9264745994502,1.20270763344295,10.6047315398132,2623.1917650174
"2",23,47.7966860172611,0.70929478752693,8.79958387472326,4391.85399230042
"3",77,-1.66380737368832,-1.15513684286766,9.03550231743076,4459.57475339898
"4",137,31.6410698348011,2.79927726588194,10.0326410205311,4357.59583188071
"5",204,26.1844573237051,0.841402315132701,9.75020115068889,4790.75045662927
"6",273,6.29529054654546,-0.917576997776589,8.08917308835684,4959.88441107559
"7",341,51.7744496410239,1.98589374699672,7.93434774848255,4558.24412105246
"8",408,16.4907465496298,0.145267355828579,8.8856137912657,5192.59104406161
"9",478,15.9205068481503,-0.460104889042595,9.36383650478635,5238.12595410706
"10",550,14.0928279411403,1.53782672198087,9.94693151321214,4545.90128013497
"11",619,16.2092501790817,-0.836273353963056,9.70132986305581,4217.18720091438
"12",691,20.5830474131046,1.05836149582082,10.8922361832725,4143.4573092651
"13",761,11.3353120839125,-0.269050417144828,9.11514159263594,4764.79806303571
"14",819,16.7980684896573,1.20748850212156,9.87292557968751,4980.35765579648
"15",876,7.13343889215337,-0.525137993535662,9.12970870809172,4909.45458677581
"16",935,10.4217318048346,-0.866180856239513,9.16924580618157,5018.73420969184
"17",1018,32.3952895312359,0.847742182724862,10.8521239102703,4285.41867061763
"18",1073,15.6844986447276,1.08354829432232,9.7712160097452,4830.36866364242
"19",1101,14.3055956438909,-1.5322624904247,8.82070014909505,5184.35604087814
"20",1156,33.0042336321337,-1.41908816101238,8.82201499650178,5299.51389214031
"21",1211,10.0324188241757,-0.265658740835619,9.30634102978775,5064.40189063546
"22",1267,25.4556068996473,0.838789786002038,10.6419252384785,4337.96789668291
"23",1326,15.4837887851018,-1.61234167802758,9.27581018220316,5219.4242316023
"24",1382,36.6534847497294,-2.42218386733682,8.57474498796806,5570.075990522
"25",1441,33.7311515580657,-2.01310508978005,8.25446433084172,5476.4836073897
"26",1504,24.5259847487564,0.835762475937439,9.7864822724117,4872.68393399664
"27",1568,14.0310489212729,-0.230287787991104,8.48372188808731,5101.59935115056
"28",1634,13.7821497699357,-2.4073092159617,8.6797443112535,5048.55742954619
"29",1697,17.0100353970269,-2.60562550154201,8.41312825267206,5240.56269072277
"30",1762,-9.41180541775459,-6.10982011273878,6.170784315119,5138.7308933782
"31",1827,32.3558134131395,-0.0233792851263172,8.03292930245019,4706.83106696101
"32",1892,13.1956082367454,-3.60925344647259,6.87831094858937,4943.18431088125
