"","Age","MPCOQ","MAAT","MAF","AI"
"1",-69,72.1314937259116,6.6767435024027,11.4139186267314,4392.82372473438
"2",796,11.298884178012,1.57680359588158,10.5497112086615,4316.24454699289
"3",1167,27.6571687753603,1.27349691752298,9.6983896695907,4619.19619795564
"4",1463,41.520098952578,-0.400217621720414,9.27246373755061,5098.02099983833
"5",1832,36.6464697673401,3.78861104470995,12.0034837927221,3767.65912121917
"6",2043,49.6036927532459,0.248111346595164,10.0152416189948,4624.04006024588
"7",2184,31.9437944598597,1.84469385339676,10.2491510348711,3864.52208738749
"8",2325,42.5519824614458,0.797133583366679,10.1855959384661,4396.24008370675
"9",2527,46.5871137803314,1.61922175431412,9.89103264813924,4478.92904477194
"10",2789,64.0810347445651,0.255439031804423,9.42258773056576,4703.6976318588
"11",3052,55.8176211144666,0.35892841577753,10.5437122302582,4178.4881048896
"12",3315,18.7022058150659,0.239829739748825,9.77642933919226,4118.0184206741
"13",3577,83.5443728486827,8.16257586455014,12.3518103274127,3768.30072137276
"14",3840,66.4711979053654,8.31227590131025,12.0471865021142,3824.86718366291
"15",4103,47.5762007956175,7.32410252720644,12.0574677216157,3905.33046944329
"16",4365,64.194677679579,7.90539862032858,12.5256234771428,3807.95163729359
"17",4628,35.2987928517436,7.23729493531707,12.6317337736829,3877.65214148319
"18",4891,49.0151204040215,6.32113853568936,11.5219108049663,4094.25110726779
"19",4960,94.7662990968003,5.37052487947287,10.6348486573565,5122.46757454387
"20",4966,46.0939156128024,-2.24237552400845,8.39434262081962,4877.31547920471
"21",4971,9.40419582894895,0.118117609387464,8.44345338563852,4425.15233623241
"22",4980,66.9664120011359,-2.02325021659054,9.1566823711149,5076.22093517241
"23",5007,95.1430660850973,1.13626538507791,9.94981437666856,4862.13398662162
"24",5034,78.1119311849002,1.16731689376654,11.198025725365,4869.92771419585
"25",5061,75.0397970150112,-1.13259685755846,9.53802354174759,4913.79682924419
"26",5088,37.5453337206299,3.46071341576648,10.5697191660358,3979.47692618921
"27",5168,15.8345741748064,1.11078913098975,9.66920908661884,4077.54066611477
"28",5586,25.0859979166847,0.872789634690431,8.86884120513415,3350.72487815463
"29",6183,-1.02117661467705,-0.365715456706861,8.30849804070572,3721.69337246144
"30",7378,0.453152528258463,1.9716083848478,9.79898377283023,1987.56169884746
"31",7622,-0.130375575120287,1.6959855864183,9.27594476261313,1918.47402870588
"32",7714,2.9369026759212,1.89023859706178,9.60210254962314,3722.25952807123
"33",7817,4.53228435648776,1.20168106892403,9.4472528168265,2387.46106837896
"34",8039,-2.07851566069237,1.7906435889896,9.65302137962104,2303.09114772194
"35",8149,1.01437636379369,0.739543990182039,8.96626056339087,3824.52600454517
"36",8260,31.9975078488206,1.7260464786037,8.92218624876596,3362.01188121968
"37",8481,-3.99370864060537,1.30755671303433,9.02838516486064,1809.22734433566
"38",8592,2.20814183595634,1.77977247889043,9.60558470334835,1925.5538327132
"39",8702,3.79471987972498,2.42101004536851,8.81795575018998,3316.66788721035
"40",8813,6.91557317860389,0.899994398661287,8.5121319391402,4136.76869450762
"41",8953,54.7657548837925,1.89325472245644,9.30696045752351,3907.63920460849
"42",9103,13.4047363726005,-0.232284342594483,7.84891764980723,3135.62510731238
"43",9253,15.9028546027722,0.942008518739222,9.8332136811419,3302.13143144942
"44",9403,-1.6011078390183,0.381417149819707,7.87397087067358,3361.64573620626
"45",9553,-3.82143120182153,-0.00436747473870982,8.26316700936477,3245.2046380328
"46",9696,-2.50869297362072,-0.312356334145854,8.9594226618529,3387.15745226195
